Year,mean,median,q025,q975,q250,q750,q475,q525
1980,449.0549385,435.2475,284.10895,689.4399249999999,374.87125,506.24750000000006,429.27902499999993,442.522275
1981,116.50542013,113.064,72.89796,181.415225,96.54655,132.08375,111.24629999999999,114.73360000000001
1982,309.7237219,300.42449999999997,198.52495,473.10515,259.79125,348.673,296.068225,304.19669999999996
1983,1513.2413557,1471.7150000000001,1013.431,2254.8435,1286.4524999999999,1694.8525,1451.8877499999999,1491.7795
1984,687.8040118,669.7085,446.32052500000003,1049.5424999999998,578.7317499999999,772.51475,659.858825,678.617225
1985,205.09069378,198.993,129.96980000000002,316.057325,171.4185,231.17224999999996,196.14074999999997,202.017625
1986,530.9876022,516.568,341.46682500000003,806.4209249999999,447.69225,598.7745,509.1983,522.9735499999999
1987,3350.636996,3266.4300000000003,2247.4257500000003,4933.851250000001,2855.9525000000003,3731.8450000000003,3225.804,3303.90375
1988,452.7624301,439.52750000000003,287.40882500000004,698.6705499999998,377.842,511.06325,432.956725,445.956475
1989,89.19653594,86.50319999999999,54.7398425,140.45369999999997,73.5975,101.40174999999999,85.12428249999999,87.89540249999999
1990,227.82305442,221.2625,145.47602500000002,347.944075,190.88299999999998,256.64025000000004,218.48145,224.4538
1991,3899.738726,3800.735,2642.7445000000002,5720.242249999999,3335.5525000000002,4350.022499999999,3750.86575,3845.4995
1992,301.6104086,293.3885,194.593925,453.39022500000004,254.593,339.2065,289.79265,297.46860000000004
1993,130.60671734,127.19999999999999,84.9360325,196.90499999999997,110.54975,147.12949999999998,125.42452499999999,128.85022500000002
1994,182.73255372,178.3205,121.7053,272.820625,155.2885,204.81574999999998,175.938525,180.322425
1995,765.3347557,749.4745,520.511275,1105.7787499999995,657.5735,854.4045000000001,740.14005,757.6995750000001
1996,590.6772148,574.803,394.04595,875.5791999999999,503.23275,663.064,567.929275,582.07485
1997,1398.3177483,1365.2,946.7337000000001,2055.9782499999997,1201.06,1558.7,1349.19,1381.4995
1998,1185.9344453,1157.975,805.019575,1737.0204999999999,1017.38,1321.085,1143.89625,1171.41325
1999,232.1768138,226.44299999999998,154.14464999999998,345.95097499999997,197.26824999999997,259.8845,223.75467500000002,229.385225
2000,589.2898186,574.8015,394.78900000000004,870.1747249999999,502.087,658.6120000000001,567.9587750000001,582.2783750000001
2001,834.1735485,813.446,558.443575,1233.645,711.2452499999999,933.6225,803.084925,823.4771499999999
2002,560.0928326,545.504,368.933,832.8235499999996,474.66925000000003,627.94525,538.465325,553.303975
2003,1882.9680031,1837.74,1275.7455,2732.0885,1616.2624999999998,2099.7075,1815.51525,1860.62325
2004,294.8596633,287.538,194.64317499999999,435.436575,250.83,331.31399999999996,283.50352499999997,291.44975
2005,551.1115418,536.785,363.89667499999996,815.773425,470.5245,616.79175,529.8333,544.19075
2006,664.8377322,647.009,442.47684999999996,972.0298749999998,569.062,744.20775,639.5641250000001,654.9577
2007,946.3710792,926.9705,630.6922999999999,1379.198499999999,807.69025,1059.3225,914.6593499999999,939.09355
2008,1177.9194757,1150.22,788.1619750000001,1740.43475,1004.23,1314.1725000000001,1136.08725,1165.059
2009,850.7848443,830.415,570.548,1239.885,727.6635000000001,950.162,819.955625,840.8786500000001
2010,811.6484127,793.6659999999999,545.467175,1192.3392499999998,694.4522499999999,905.8824999999999,783.974925,803.581325
2011,347.1072759,337.2645,233.66767500000003,513.6009999999999,295.78549999999996,388.24825000000004,333.46565,342.283075
2012,238.7092661,232.369,160.10760000000002,355.23662499999995,203.45625,267.43174999999997,229.235575,235.45225
2013,630.9892656,613.604,421.90070000000003,936.944125,537.59375,704.7222499999999,605.3784,621.3195000000001
2014,98.7761189,95.81295,63.93769,149.73502499999998,82.95417499999999,111.40225000000001,94.50831,97.1288025
2015,2333.859366,2249.455,1450.5784999999998,3731.663499999999,1922.8874999999998,2640.92,2217.5162499999997,2281.60325
2016,215.20066495,207.311,124.56645,355.38585,173.1755,247.41975000000002,204.06035,210.466475
2017,1205.535197,1155.4050000000002,675.003525,2001.4089999999997,957.5565,1404.7575,1135.90525,1175.73425
2018,976.6320201,918.646,483.44207500000005,1793.4129999999998,736.183,1153.8400000000001,902.8745749999999,939.200875
2019,758.42500354,652.4849999999999,233.756375,1904.7552499999995,456.166,940.5342499999999,632.619675,677.3968500000001
