Age,Blocks,mean,median,q025,q975,q250,q750
3,1980-1998,0.07713738681,0.0761596,0.049294807499999996,0.11060375,0.066181375,0.0870184
3,1999-2018,0.10713327075,0.1062995,0.073986365,0.14624222499999998,0.094614975,0.11852825
4,1980-1998,0.19323572893,0.19074249999999998,0.125354525,0.27725232499999997,0.16591874999999998,0.2167445
4,1999-2018,0.2803678749,0.2779965,0.1920454,0.38419629999999994,0.247042,0.31152975
5,1980-1998,0.4047435812,0.401773,0.277327275,0.5488713,0.35635675,0.45057125000000003
5,1999-2018,0.5542082292,0.553185,0.40606850000000005,0.706352225,0.5014587500000001,0.60595875
6,1980-1998,0.6551521343,0.6562859999999999,0.503739975,0.799177875,0.60419525,0.708194
6,1999-2018,0.794927387,0.7994895,0.6587116,0.9049540749999999,0.7536830000000001,0.8408450000000001
7,1980-1998,0.8401374676,0.844715,0.7245013250000001,0.9292120500000001,0.8074969999999999,0.87855575
7,1999-2018,0.9228077341,0.9276755000000001,0.84283825,0.9743088,0.9032457500000001,0.9479015000000001
8,1980-1998,0.9355117771,0.939636,0.8703874750000001,0.9775763749999999,0.919935,0.9558135
8,1999-2018,0.9734997903,0.9764335,0.93671255,0.993443,0.965863,0.9842635000000001
