Parameter,Mean,SD,Naive.SE,Time.series.SE
log_Mbar,-0.429036727532032,0.06268571325758282,6.268571325758282e-4,6.268571325758287e-4
log_rinit,4.3471791001128,0.6212924507362727,0.006212924507362726,0.010926244825733615
log_rbar,6.355079050315767,0.18089478523760122,0.0018089478523760122,0.00181664697598448
log_ro,6.572938004780851,0.1940277860566828,0.001940277860566828,0.0019840832768870252
log_reck,1.2473165536144724,0.2280998802465963,0.0022809988024659633,0.002232458743528496
log_rinit_devs_3,3.345767210795519,0.5675577990341186,0.005675577990341187,0.01081940192230883
log_rinit_devs_4,2.1439098592122225,0.5688213744270396,0.0056882137442703954,0.0108233590257305
log_rinit_devs_5,0.44914864022706424,0.5885675934887413,0.005885675934887413,0.010942009251332888
log_rinit_devs_6,-3.0082926324335006,2.5264044293570187,0.02526404429357019,0.05593519293830963
log_rinit_devs_7,-2.930574442132334,2.5823388876568276,0.025823388876568276,0.05095046386111438
log_rinit_devs_8,-0.0038806511684419567,0.15701152558544282,0.001570115255854428,0.0015701152558544266
log_rbar_devs_1980,-1.3623751807455966,0.16391112853600212,0.0016391112853600212,0.0016391112853600192
log_rbar_devs_1981,-0.38082884265771516,0.150755107858658,0.00150755107858658,0.0015309286854191233
log_rbar_devs_1982,1.2094729456842819,0.1255837451376368,0.001255837451376368,0.0012558374513763693
log_rbar_devs_1983,0.41833128527521335,0.14049685374333762,0.0014049685374333762,0.0014049685374333766
log_rbar_devs_1984,-0.7997184862133475,0.1516179578875256,0.001516179578875256,0.001457132479662838
log_rbar_devs_1985,0.14368100153983637,0.13939424181526602,0.00139394241815266,0.0013939424181526588
log_rbar_devs_1986,2.0081865989195538,0.11850634953894415,0.0011850634953894416,0.0011850634953894416
log_rbar_devs_1987,-0.011949251865021129,0.14829494389426273,0.0014829494389426274,0.0014829494389426263
log_rbar_devs_1988,-1.6400358056791258,0.16228225309293184,0.0016228225309293184,0.0016228225309293186
log_rbar_devs_1989,-0.702240298086448,0.14260721562987513,0.0014260721562987515,0.0014260721562987537
log_rbar_devs_1990,2.1687404869501417,0.11190413239775965,0.0011190413239775966,0.0011193401204122012
log_rbar_devs_1991,-0.42912563111613444,0.13957159457535553,0.0013957159457535554,0.0013957159457535576
log_rbar_devs_1992,-1.2756655620954858,0.1383173609870022,0.001383173609870022,0.0013831736098700216
log_rbar_devs_1993,-0.9415667333281779,0.13226768035577857,0.0013226768035577857,0.001322676803557784
log_rbar_devs_1994,0.49427488305255485,0.121104328074773,0.00121104328074773,0.0012132989112452724
log_rbar_devs_1995,0.19738560677428801,0.1258063535394143,0.001258063535394143,0.0012580097299116496
log_rbar_devs_1996,0.9941521388998665,0.1033340493493556,0.001033340493493556,9.836633294869528e-4
log_rbar_devs_1997,0.7162556700346058,0.10548153237898611,0.001054815323789861,0.0010341380178795088
log_rbar_devs_1998,-0.9887311492561329,0.13380659115587482,0.0013380659115587482,0.0013380659115587471
log_rbar_devs_1999,-0.07050671392622537,0.12705440099046342,0.0012705440099046342,0.0012465025132810334
log_rbar_devs_2000,0.27578667287422104,0.124528389754802,0.00124528389754802,0.0012452838975480216
log_rbar_devs_2001,-0.12418734998821244,0.13169553321353883,0.0013169553321353883,0.001316955332135386
log_rbar_devs_2002,1.0702624921932833,0.11673603686378527,0.0011673603686378528,0.0011095775747890569
log_rbar_devs_2003,-0.7680899603404746,0.13617478083800233,0.0013617478083800233,0.001361747808380023
log_rbar_devs_2004,-0.14567877532193227,0.1317673380313163,0.001317673380313163,0.001317673380313165
log_rbar_devs_2005,0.042205496650607334,0.1305152619791512,0.0013051526197915121,0.0013051526197915132
log_rbar_devs_2006,0.3952889298022725,0.13110186848105043,0.0013110186848105043,0.001311018684810506
log_rbar_devs_2007,0.6084981772004147,0.1284036985495919,0.0012840369854959191,0.0012840369854959146
log_rbar_devs_2008,0.28791195235523903,0.12987037427011047,0.0012987037427011046,0.001298703742701107
log_rbar_devs_2009,0.24176853920147526,0.1249206719265626,0.0012492067192656261,0.0012492067192656237
log_rbar_devs_2010,-0.6103617105373357,0.131389564086287,0.00131389564086287,0.0013031225695946589
log_rbar_devs_2011,-0.9813972008446814,0.1334790189173834,0.0013347901891738341,0.0013347901891738335
log_rbar_devs_2012,0.01254243287075504,0.13049387285994732,0.0013049387285994734,0.0013049387285994731
log_rbar_devs_2013,-1.8224080974383294,0.14920337333480166,0.0014920337333480165,0.001463143869688088
log_rbar_devs_2014,1.390817670132957,0.14328837787419088,0.0014328837787419089,0.0014328837787419078
log_rbar_devs_2015,-1.0153547742282605,0.1783534845392839,0.0017835348453928389,0.0018144517754568937
log_rbar_devs_2016,0.709429902505848,0.19666173746948878,0.001966617374694888,0.0019666173746948905
log_rbar_devs_2017,0.48022578488723855,0.26812722554333146,0.002681272255433315,0.002681272255433312
log_rbar_devs_2018,0.21082573907321947,0.4923394522983726,0.004923394522983726,0.004923394522983724
mat_a50_1,5.388590317380027,0.2963729508170766,0.002963729508170766,0.003034447823330386
mat_a95_1,8.195501459099125,0.4616347235976619,0.004616347235976619,0.004710034516537494
mat_a50_2,4.827976299735397,0.2592117819861632,0.002592117819861632,0.0025823049634770955
mat_a95_2,7.34315162759977,0.44706262906161404,0.00447062629061614,0.004470626290616141
log_Mdevs_1,0.22624855062471544,0.0390711707308357,3.90711707308357e-4,3.907117073083572e-4
log_Mdevs_2,-0.2855445611209227,0.037691450993152846,3.769145099315285e-4,3.76914509931529e-4
log_Mdevs_3,0.059802571788738795,0.053688504389193474,5.368850438919348e-4,5.368850438919341e-4
log_s50_1,1.6344511554478436,0.0393185154603353,3.93185154603353e-4,3.931851546033534e-4
log_selk_1,-0.28047844051785764,0.07242247445568381,7.242247445568382e-4,7.242247445568382e-4
log_s50_2,1.574906735254453,0.05281163460068004,5.281163460068003e-4,5.281163460067991e-4
log_selk_2,-0.20060338944366599,0.09819448422004215,9.819448422004216e-4,9.81944842200422e-4
