Age,Blocks,mean,median,q025,q975,q250,q750
3,1980-1998,0.4419555832,0.441739,0.402972875,0.48196154999999996,0.42847975,0.45547325
3,1999-2014,0.6126491301,0.6131865,0.5691355499999999,0.6543745249999999,0.59838975,0.62726775
3,2015-2018,0.5005142488,0.5004474999999999,0.43612570000000006,0.5647175,0.477955,0.523092
4,1980-1998,0.4419555832,0.441739,0.402972875,0.48196154999999996,0.42847975,0.45547325
4,1999-2014,0.6126491301,0.6131865,0.5691355499999999,0.6543745249999999,0.59838975,0.62726775
4,2015-2018,0.5005142488,0.5004474999999999,0.43612570000000006,0.5647175,0.477955,0.523092
5,1980-1998,0.4419555832,0.441739,0.402972875,0.48196154999999996,0.42847975,0.45547325
5,1999-2014,0.6126491301,0.6131865,0.5691355499999999,0.6543745249999999,0.59838975,0.62726775
5,2015-2018,0.5005142488,0.5004474999999999,0.43612570000000006,0.5647175,0.477955,0.523092
6,1980-1998,0.4419555832,0.441739,0.402972875,0.48196154999999996,0.42847975,0.45547325
6,1999-2014,0.6126491301,0.6131865,0.5691355499999999,0.6543745249999999,0.59838975,0.62726775
6,2015-2018,0.5005142488,0.5004474999999999,0.43612570000000006,0.5647175,0.477955,0.523092
7,1980-1998,0.4419555832,0.441739,0.402972875,0.48196154999999996,0.42847975,0.45547325
7,1999-2014,0.6126491301,0.6131865,0.5691355499999999,0.6543745249999999,0.59838975,0.62726775
7,2015-2018,0.5005142488,0.5004474999999999,0.43612570000000006,0.5647175,0.477955,0.523092
8,1980-1998,0.4419555832,0.441739,0.402972875,0.48196154999999996,0.42847975,0.45547325
8,1999-2014,0.6126491301,0.6131865,0.5691355499999999,0.6543745249999999,0.59838975,0.62726775
8,2015-2018,0.5005142488,0.5004474999999999,0.43612570000000006,0.5647175,0.477955,0.523092
