Year,mean,median,q025,q975,q250,q750,q475,q525
1980,26820.142364249652,26729.42525187945,22745.86079940034,31454.829802244312,25277.177627372737,28254.48091889151,26582.66000132278,26869.518728367028
1981,33156.059172380345,33038.31654136996,28126.240106704292,38781.23139839943,31258.377609735664,34915.86564959545,32865.90037258317,33193.57514495469
1982,28604.751218060363,28501.67552194713,24558.149981260613,33081.436429374546,27084.757159549372,30056.46619193545,28381.026918582862,28656.432571264802
1983,36678.30571661633,36591.74584977623,31859.595118940015,42047.60356268877,34824.37333274543,38393.59333318636,36401.76150267864,36767.28708745784
1984,37125.13931083137,37032.94825723671,32449.494587623183,42370.56592958398,35368.17390154104,38786.32134747238,36863.582750942485,37190.576842522976
1985,35969.538812584055,35871.38164421614,30990.842500936968,41530.12632553627,34116.0243832536,37746.808792080956,35697.27341872617,36045.64694988867
1986,33389.290063713925,33275.42494323067,28759.96494631716,38427.13684164113,31679.820983707752,35030.34127736502,33151.30404109438,33433.27123613836
1987,47614.667397870326,47522.046341409645,41505.03483321943,54343.341453735746,45322.62064860336,49798.52399744263,47320.48766507198,47709.65519522035
1988,48741.87577988933,48673.7472166494,42590.9852509976,55398.98917524636,46489.97442624397,50884.47165942812,48472.91331378558,48896.62470513019
1989,42998.27369430543,42915.683767278824,36882.38552437223,49785.9134901563,40722.6790714081,45090.33488392601,42709.837077536984,43114.15595581914
1990,36511.997078859764,36418.461606296434,31026.94338499526,42597.695606164154,34483.757357966446,38436.25300381402,36214.560506184,36604.695319561724
1991,46900.05413479133,46817.99642849269,40889.45137679402,53345.76930708349,44681.7610617518,48980.24647809695,46641.91229965388,47023.112833175335
1992,54587.14815141427,54435.99947088781,48051.475451398845,61879.26596706277,52149.24270817258,56908.13840693137,54209.58630040345,54643.82757556383
1993,49946.476300182985,49814.86584801253,42877.43336493309,57899.14901122159,47306.43312242333,52446.6202958619,49579.59280407417,50073.29857360171
1994,45076.19951938976,44975.91437200997,38734.49866619635,51943.20586873608,42763.75691703962,47283.17423223616,44764.341145086975,45177.891928834404
1995,41102.12445159726,41011.04521704622,36279.393284684404,46362.11666923874,39338.14127295575,42830.88802663198,40830.39198395026,41179.02180383165
1996,30784.022608523115,30726.371833594218,26954.014087612162,34861.8548689345,29422.440970920878,32102.421790603847,30609.209307965342,30852.578870786398
1997,35879.37577988933,35808.8802663198,30449.384355916132,41737.1552503362,33902.7260301153,37730.35670980401,35655.28064992615,35958.023765956044
1998,41902.87589012104,41763.321501796774,34565.3315769748,50064.31193368461,39127.102669811946,44480.50552260853,41507.57842985956,42008.394144491715
1999,53701.154577922796,53488.998875636586,45404.43186578187,63135.03108534139,50530.765669437154,56646.55856610596,53211.31142661875,53783.01439626094
2000,62125.01606075972,61918.63797702771,53293.23838708966,72073.71194250316,58837.02793271457,65156.584139861996,61621.593840252215,62211.57322692299
2001,70247.78429859565,70082.01239004388,61516.41901276483,79979.7559470006,67022.5038029939,73256.93357437334,69774.90685420754,70357.03498754383
2002,71990.2908243127,71840.70416014463,63039.744041976235,82018.98465574638,68680.91227760754,75165.2924447188,71512.97427191958,72152.75358804208
2003,86628.76360810423,86506.81231949558,76438.80762362486,97951.4980488988,82895.51136488898,90148.01362463899,86187.92025838312,86832.63244339601
2004,96230.08183601931,96097.6322229326,84898.50691152802,108646.3904627527,92055.21506206045,100114.97167045128,95740.90588416852,96462.8353799687
2005,102696.18303974955,102532.13254260455,90139.9887563659,116365.13701801185,98140.66668136422,106994.36715976984,102160.97962918054,102924.4885248793
2006,97838.58029277541,97633.87640821005,86231.48934059392,110572.98441323661,93679.3414757821,101868.01406556583,97201.12326109482,98042.5521947133
2007,97385.76746621398,97273.85965299059,86250.99208536344,109398.311250248,93398.33329658944,101177.77067395666,96895.46176062083,97615.63857227893
2008,102338.70333340683,102150.73083621773,90892.81068806631,114708.29934522366,98128.3482881016,106329.39438700146,101774.52104323287,102535.83632796138
2009,110250.07862827663,110078.92590224653,97681.23194955797,123479.4087171234,105649.9812606098,114755.6163054741,109628.4530082233,110463.71723362508
2010,110096.20884499217,109894.23267708725,98116.7656914835,122917.75061178597,105622.00996494632,114431.53508675235,109466.1809122776,110304.98357547565
2011,105067.58480125223,104838.06962234617,94174.53537335478,116757.97526400494,101066.96025044644,108984.38016711127,104529.20589078241,105188.26748826032
2012,80773.30716065169,80630.80094358341,72032.20419321413,90166.0695782535,77592.84265526137,83857.22789303114,80343.06036288278,80929.21470931899
2013,80703.78847637735,80569.51211446461,71534.6072444278,90553.3659251747,77354.52170462313,83915.59558191319,80265.54818227915,80907.62031790824
2014,69830.9627527062,69696.75257391036,61644.34290879428,78685.376661743,66833.40130955268,72738.51385612559,69428.00767212681,69966.52538636213
2015,69254.13091117529,69021.14244141185,59429.8154721224,79997.76505213958,65565.29575167001,72644.07284111202,68714.00659185609,69381.91428382459
2016,60138.40653453559,59878.30419541877,51226.63914548381,70124.3634118918,56802.78445292003,63379.70413809828,59567.13662117772,60167.0533962389
2017,64850.54573513525,64530.908970656325,52555.62843096188,79312.43523887212,60122.302078969995,69280.35230053573,64120.0313058048,64922.942525187944
2018,61218.66167684473,60603.5737119425,45143.78072708834,80545.04343129256,54766.25366520426,67038.404726735607,60076.726779690915,61154.18108864834
