Parameter,q025,q250,median,q750,q975
log_Mbar,-0.5525034095033555,-0.47124070823941366,-0.4295324423057729,-0.38629776186135967,-0.3061078589072464
log_rinit,2.902182492071447,3.992429191176176,4.4486835347163884,4.786357085694242,5.31833542509549
log_rbar,6.020859313250737,6.231136774316994,6.346025117921654,6.470414381831246,6.72931404410221
log_ro,6.209327335868287,6.440470688523133,6.563272571813816,6.697259626845076,6.975867000679722
log_reck,0.8197198982655337,1.0900504498639187,1.2393619928343367,1.3962859829750862,1.7118910578923687
log_rinit_devs_3,2.579170786241394,2.9310414765883284,3.214254695930748,3.6495490755472337,4.758845919336391
log_rinit_devs_4,1.3645705708546765,1.7306390428447846,2.0090320796007735,2.458429317746024,3.5489468054464957
log_rinit_devs_5,-0.4176801138458318,0.028057466977482015,0.3266364564645041,0.7688617922100804,1.880284260078842
log_rinit_devs_6,-9.294209559177718,-4.356742713627078,-2.2368237154062003,-1.1915388736366328,0.1898999355481888
log_rinit_devs_7,-9.388565015868865,-4.29177539109701,-2.1530027730422177,-1.067772103902226,0.3069219529175734
log_rinit_devs_8,-0.3126635589787906,-0.10968922469327058,-0.0037638994509956447,0.10078921697870724,0.30654615627106085
log_rbar_devs_1980,-1.6845617798181494,-1.4731401231553538,-1.3643052428399205,-1.252337714518574,-1.0394234922473526
log_rbar_devs_1981,-0.6695557323988045,-0.4847720898299599,-0.38261564635335965,-0.2791950173015474,-0.08180101945945238
log_rbar_devs_1982,0.962860482030983,1.1249825267769396,1.2101555186589508,1.2942203378318986,1.458681764580033
log_rbar_devs_1983,0.14053688405425147,0.3234512504503857,0.4183511161782816,0.5133869602664154,0.6936051060626716
log_rbar_devs_1984,-1.091202276982096,-0.9050557744810237,-0.7986930268608594,-0.6966562472850253,-0.5036724708505543
log_rbar_devs_1985,-0.12818369961283324,0.048899371797157976,0.1436080271677156,0.2395567357851296,0.4148525570401932
log_rbar_devs_1986,1.778911380665639,1.9276686493813227,2.007357147618407,2.0876012436805533,2.242617842615342
log_rbar_devs_1987,-0.30185399007089764,-0.11074111938666098,-0.013660859362927269,0.08530364358113074,0.28606484321491776
log_rbar_devs_1988,-1.9585556336522671,-1.7490635211285164,-1.6410066751386738,-1.5307695876026033,-1.3228161474992643
log_rbar_devs_1989,-0.9882011397560255,-0.7980447384497511,-0.701310345318146,-0.6062920315164835,-0.42633902475052543
log_rbar_devs_1990,1.952354321073789,2.0936562968126857,2.1669669342438773,2.2439187835609014,2.3914144635004533
log_rbar_devs_1991,-0.7039074900989372,-0.5208956158128921,-0.42851056425198486,-0.33771007581103296,-0.15183493730976355
log_rbar_devs_1992,-1.547802482241007,-1.368898810115461,-1.275027109341229,-1.1812350067449473,-1.0013035635409635
log_rbar_devs_1993,-1.199112186195342,-1.031378102082226,-0.9435815165252981,-0.8511201109377668,-0.67848692538608
log_rbar_devs_1994,0.25592881360830466,0.4141143329677366,0.49399664853877034,0.5769399153207897,0.7299786712818249
log_rbar_devs_1995,-0.052582716575695715,0.11445134591727424,0.19656855053571753,0.28214948444264865,0.4463283483996729
log_rbar_devs_1996,0.7873686508004034,0.9254834279836119,0.9949451874506492,1.0645693348978815,1.1956195253974995
log_rbar_devs_1997,0.5102853544286466,0.6445400779749058,0.7157660984769612,0.7881925910490772,0.9229067514600956
