Year,mean,median,q025,q975,q250,q750,q475,q525
1980,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
1981,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
1982,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
1983,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
1984,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
1985,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
1986,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
1987,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
1988,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
1989,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
1990,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
1991,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
1992,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
1993,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
1994,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
1995,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
1996,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
1997,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
1998,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
1999,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
2000,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
2001,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
2002,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
2003,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
2004,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
2005,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
2006,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
2007,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
2008,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
2009,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
2010,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
2011,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
2012,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
2013,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
2014,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
2015,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
2016,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
2017,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
2018,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6,1.37096e-6
