variable,fmort,mean,median,q025,q975,q250,q750
spr,16.01,10.972894128346471,10.946380394504125,8.45539618308178,13.600491410986134,10.091950585234729,11.827051315604848
spr,16.02,10.969697947985601,10.943010771121426,8.453070621356225,13.59615412116448,10.089125800728404,11.823419161782065
spr,16.03,10.96650513424983,10.939694601679369,8.450913653883212,13.591821568315527,10.08622284591855,11.819945583245417
spr,16.04,10.963315681952368,10.93642669103006,8.448758857247164,13.58749374542416,10.083332141625206,11.816475650904888
spr,16.05,10.96012958591823,10.933162291990598,8.446606228248635,13.583170645491416,10.08049370185139,11.813009359197594
spr,16.06,10.956946840984216,10.929950096653034,8.444455763695595,13.57885226153443,10.077658200410726,11.809546702573714
spr,16.07,10.953767441998862,10.92678655901377,8.442307460403404,13.574538586586385,10.074825632725123,11.806087675496409
spr,16.080000000000002,10.950591383822418,10.923655100640964,8.440161315194803,13.570229613696464,10.071995994227011,11.802728225800994
spr,16.09,10.947418661326813,10.920527075598937,8.438017324899889,13.565925335929807,10.06916928035931,11.799367080356882
spr,16.1,10.94424926939561,10.917408603513078,8.435875486356071,13.561625746367433,10.066242751137883,11.795881289230108
spr,16.11,10.941083202923995,10.9142688504069,8.433735796408078,13.557330838106234,10.063273045587476,11.792399433070475
spr,16.12,10.937920456818714,10.911043301702698,8.43159825190792,13.553035168535628,10.060306391573437,11.788921506023462
spr,16.13,10.934761025998073,10.907862606171015,8.429462849714868,13.548739146962763,10.057342784293752,11.785455271700622
spr,16.14,10.931604905391872,10.904721211404652,8.427329586695446,13.544447770786226,10.054382218957183,11.782019005382475
spr,16.15,10.928452089941402,10.901606973157955,8.424953655910716,13.540286087765686,10.051424690783232,11.778586308524828
spr,16.16,10.925302574599389,10.898524911205044,8.422440016219598,13.536381096880524,10.048470195002112,11.775157175854691
spr,16.17,10.922156354329976,10.895268480667426,8.419929012627751,13.53248037047822,10.045518726854727,11.77170916544962
spr,16.18,10.919013424108684,10.892339915998864,8.41742064094248,13.528583902235496,10.04261136256223,11.76825595661317
spr,16.19,10.915873778922379,10.889246512056044,8.414914896980372,13.52469168584323,10.039707311276356,11.764752121088737
spr,16.2,10.912737413769241,10.886154559472173,8.412411776567275,13.520803715006403,10.036702013616777,11.761365103208664
spr,16.21,10.909604323658735,10.882973546393686,8.409911275538265,13.516919983444064,10.033784146787443,11.757992032125237
spr,16.22,10.906474503611577,10.87978529174131,8.40741338973763,13.513040484889283,10.031013230058704,11.754622346873777
spr,16.23,10.903347948659691,10.876600336132139,8.404918115018841,13.509165213089114,10.028145720765359,11.751256042232173
spr,16.240000000000002,10.900224653846198,10.873418674591502,8.402425447244536,13.505294161804558,10.025292496674258,11.747886426996544
spr,16.25,10.89710461422537,10.870240302156095,8.39993538228648,13.501427324810507,10.022442256363892,11.744587740603887
spr,16.26,10.893987824862595,10.867065213873937,8.39744791602556,13.497564695895719,10.0195949952616,11.741217639826205
spr,16.27,10.89087428083436,10.863893404804355,8.394963044351748,13.493706268862763,10.01675070880521,11.73785096383004
spr,16.28,10.887763977228206,10.860724870017936,8.392480763164079,13.48985203752799,10.013909392442985,11.73448770748153
spr,16.29,10.8846569091427,10.857468738683105,8.39000106837063,13.48600199572149,10.01107104163362,11.731128916176194
spr,16.3,10.881553071687412,10.85420993481689,8.387523955888497,13.48215613728704,10.008247788949292,11.727786130533067
spr,16.31,10.878452459982867,10.850954395404374,8.385049421643771,13.478314456082083,10.005445441677557,11.72444668412853
spr,16.32,10.875355069160532,10.847750947494216,8.382577461571508,13.474476945977667,10.002646029040942,11.721110571841432
spr,16.330000000000002,10.872260894362775,10.844822481342092,8.380108071615716,13.470643600858425,9.999854096879828,11.71777778856169
spr,16.34,10.869169930742832,10.841892796292338,8.37774684120312,13.466814414622517,9.997081495921687,11.714448329190265
spr,16.35,10.86608217346478,10.838805685192199,8.375429199578093,13.462989381181602,9.994311768801127,11.711122188639127
spr,16.36,10.862997617703515,10.835745224947676,8.373113833863576,13.459168494460794,9.991544911232447,11.707799361831238
spr,16.37,10.859916258644697,10.832707590205878,8.370800740529369,13.455351748398618,9.988780918939732,11.704479843700508
spr,16.38,10.856838091484748,10.829612155060023,8.368489916052903,13.451539136946987,9.986019787656831,11.701163629191786
spr,16.39,10.853763111430803,10.826473479601729,8.366181356919192,13.447730654071135,9.983261513127303,11.6978507132608
spr,16.4,10.850691313700686,10.823338120213716,8.363875059620845,13.44392629374961,9.980506091104422,11.694753276099794
spr,16.41,10.847622693522876,10.820206071917497,8.361571020658005,13.440126049974202,9.97775351735112,11.691671666487498
spr,16.42,10.844557246136482,10.817111895305096,8.359269236538369,13.436329916749937,9.97498148373623,11.688445706489993
spr,16.43,10.841494966791213,10.814098478508265,8.356969703777144,13.432537888095014,9.97218315034101,11.685130297758791
spr,16.44,10.838435850747342,10.81108883272362,8.35467241889704,13.428749958040768,9.969411070486755,11.681796487632514
spr,16.45,10.835379893275677,10.808092033031079,8.352377378428255,13.42496612063165,9.966661985566914,11.67841464577492
spr,16.46,10.832327089657541,10.80515893818151,8.350084578908433,13.421186369925161,9.9638006345418475,11.67503643326266
spr,16.47,10.829277435184729,10.802228831823077,8.347794016882675,13.417410699991851,9.960930738062913,11.671661844612082
spr,16.48,10.826230925159486,10.799188268022968,8.3455056889035,13.413639104915239,9.958119279808901,11.668290874351928
spr,16.490000000000002,10.823187554894478,10.796126609471944,8.343219591530836,13.409871578791794,9.955334351219191,11.665032608142294
spr,16.5,10.82014731971276,10.79321885847743,8.340935721331993,13.406108115730916,9.952552180834699,11.661871630493124
spr,16.51,10.817110214947744,10.790243291820602,8.338654074881653,13.402348709854861,9.949652652537313,11.65871406334826
spr,16.52,10.81407623594318,10.787214291172209,8.336374648761849,13.398593355298734,9.946716727104327,11.655559901793337
spr,16.53,10.81104537805311,10.78418851781349,8.33409743956194,13.394842046210426,9.943815675364622,11.652409140924771
spr,16.54,10.808017636641859,10.781032880984164,8.331822443878606,13.391094776750613,9.940943062196244,11.649261775849745
spr,16.55,10.804993007083988,10.777830914550087,8.32954965831581,13.387351541092672,9.938167810353466,11.646026446616538
spr,16.56,10.80197148476428,10.774632099989129,8.3272790794848,13.383612333422684,9.935447098306183,11.642755408702524
spr,16.57,10.798953065077697,10.771436432446048,8.325010704004079,13.379877147939368,9.932565587824742,11.639482451126009
spr,16.580000000000002,10.795937743429363,10.768346354040425,8.32274452849939,13.376145978854062,9.929757673395338,11.635963926419622
spr,16.59,10.792925515234534,10.765392902955355,8.3204805496037,13.372418820390692,9.92702381270918,11.632362054467759
spr,16.6,10.78991637591856,10.762517065195745,8.318218763957166,13.368695666785705,9.924295043028119,11.629214009685079
spr,16.61,10.786910320916867,10.75967762873854,8.315959168207145,13.364976512288067,9.921568968756343,11.62602893515568
spr,16.62,10.783907345674924,10.75667805804034,8.313701759008161,13.361261351159198,9.91884558581242,11.622729972821285
spr,16.63,10.780907445648218,10.753681576357806,8.311446533021874,13.357714192147567,9.916124890123864,11.61934915908469
spr,16.64,10.777910616302218,10.750688179106145,8.309193486917085,13.35424158446614,9.913388561546585,11.616298897690394
spr,16.65,10.774916853112359,10.7477715607213,8.306942617369701,13.35077284764227,9.910485969338929,11.613303698918278
spr,16.66,10.771926151564003,10.744840932106898,8.304693921062741,13.347307976252448,9.90758635108362,11.61012034622696
spr,16.67,10.768938507152416,10.741913440265579,8.302447394686276,13.343846964884492,9.9047720487264,11.606868296560625
spr,16.68,10.765953915382747,10.738989080571026,8.300203034937455,13.34038980813751,9.902040553475837,11.603590748234947
spr,16.69,10.76297237176998,10.736045938649031,8.297962888775043,13.336936500621873,9.899311840498894,11.600316541436156
spr,16.7,10.759993871838933,10.7328905264443,8.295725479072326,13.333487036959173,9.896585905632554,11.597129793258338
spr,16.71,10.757018411124207,10.72984391478218,8.293490219664612,13.330041411782199,9.893862744723034,11.59397983581594
spr,16.72,10.754045985170176,10.72687679647617,8.29125710728772,13.326599619734898,9.891159923465013,11.59079888040925
spr,16.73,10.75107658953095,10.723912777119864,8.289026138684411,13.323161655472338,9.88846091426908,11.587734803377515
spr,16.740000000000002,10.748110219770346,10.720951852181269,8.286797310604374,13.319727513660686,9.885764633734784,11.58471457276059
spr,16.75,10.745146871461873,10.717994017138441,8.284570619804205,13.31629718897717,9.883071077796533,11.58169735991582
spr,16.76,10.742186540188689,10.714936657585339,8.282346063047394,13.312770601527024,9.880369212010663,11.578683160579699
spr,16.77,10.739229221543589,10.711837117229232,8.280123637104296,13.308972387569414,9.877558275039586,11.575481584509282
spr,16.78,10.736274911128964,10.708770496152724,8.277903338752127,13.305178034966168,9.874792416072589,11.572166270612978
spr,16.79,10.733323604556789,10.705821336140154,8.275685164774947,13.301387538425548,9.872050417803152,11.56894377819789
spr,16.8,10.73037529744858,10.702972610578925,8.273469111963635,13.297600892667306,9.869311185819544,11.565918611148764
spr,16.81,10.727429985435384,10.700033317437153,8.27125517711587,13.29381809242268,9.866574716001598,11.56289644889137
spr,16.82,10.724487664157738,10.697169939889031,8.26904335703613,13.29003913243436,9.863888741056027,11.55984638256409
spr,16.830000000000002,10.721548329265651,10.694309518853025,8.266833648535654,13.286264007456438,9.861208707491091,11.556742961700223
spr,16.84,10.718611976418579,10.69145205018003,8.26462604843244,13.282492712254381,9.858531346586176,11.55371488378101
spr,16.85,10.715678601285388,10.688549192784727,8.262420553551227,13.278725241604997,9.855856654459547,11.550687149221396
spr,16.86,10.712748199544341,10.685623928675827,8.260217160723471,13.274961590296407,9.853184627238097,11.547520695094393
spr,16.87,10.709820766883063,10.682701724328968,8.257987287831725,13.271201753127993,9.850515261057321,11.54442961335258
spr,16.88,10.706896298998517,10.679782575297718,8.255688449190881,13.267445724910385,9.847837286763554,11.541266006730774
spr,16.89,10.70397479159698,10.676880100470264,8.253391803062005,13.263693500465406,9.845134388576065,11.538070675479942
spr,16.9,10.701056240394017,10.673953425444918,8.251097346111637,13.259945074626062,9.842436593068694,11.534849383040827
spr,16.91,10.698140641114449,10.671043415779025,8.248805075013156,13.256200442236484,9.839741497315453,11.531661322196381
spr,16.92,10.695227989492338,10.66813644374,8.24651498644677,13.252459598151908,9.837049097329238,11.528508125736131
spr,16.93,10.692318281270955,10.665232504929772,8.24422707709949,13.248722537238644,9.83435938913173,11.525298088881502
spr,16.94,10.68941151220275,10.662281839779773,8.241941343665117,13.24498925437403,9.831687812953282,11.522081901511802
spr,16.95,10.686507678049335,10.659318716721145,8.239657782844223,13.241259744446408,9.829027598675601,11.518891643524864
spr,16.96,10.683606774581454,10.656461513676136,8.23737639134414,13.237534002355098,9.826370077123133,11.515724709905085
spr,16.97,10.680708797578964,10.653618795990582,8.235097165878944,13.233912663969985,9.823715244376464,11.512561031519816
spr,16.98,10.677813742830795,10.650666374044068,8.232820103169434,13.230347393081077,9.821063096524806,11.50940060375624
spr,16.990000000000002,10.67492160613494,10.647685432932501,8.230545199943121,13.226785910097364,9.818413629665974,11.506243422011572
spr,17,10.672032383298426,10.644707679260005,8.228272452934206,13.2232282097282,9.815766839906356,11.503097420782645
spr,17.01,10.669146070137282,10.641733108361088,8.226001858883572,13.219674286694048,9.81300393332999,11.500017548384374
spr,17.02,10.666262662476525,10.638761715580326,8.22373341453876,13.216284179658716,9.81032023874696,11.496940955617127
spr,17.03,10.66338215615012,10.635803666570137,8.221467116653958,13.213055941288294,9.807645555599729,11.4938668906681
spr,17.04,10.66050454700098,10.632979131007444,8.21920296198999,13.209831084661413,9.804973638265182,11.490726794221457
spr,17.05,10.657629830880907,10.630157526656518,8.216940947314283,13.20660960552079,9.802335534092142,11.487590063707522
spr,17.06,10.654758003650603,10.627338849368579,8.214681069400875,13.203391499617286,9.799748566333074,11.484372679367354
spr,17.07,10.651889061179617,10.62452309500378,8.21242332503038,13.20017676270988,9.797164178022992,11.481095521944209
spr,17.080000000000002,10.649022999346341,10.621710259431193,8.210167710989982,13.196965390565653,9.794572226272432,11.478057270304099
spr,17.09,10.64615981403797,10.618816665863443,8.207914224073415,13.193757101433782,9.791973181134583,11.475022611686306
spr,17.1,10.643299501150489,10.615895446966055,8.205662861080954,13.19054374225063,9.789342577869583,11.471892468983276
spr,17.11,10.640442056588643,10.6129770507236,8.203413618819393,13.187333734285826,9.786706417747297,11.468716073182383
spr,17.12,10.637587476265912,10.61006147300751,8.201166494102027,13.184127073334588,9.783986691290178,11.465542723835664
spr,17.13,10.63473575610449,10.607148709697885,8.198921483748652,13.180923755200164,9.781220057846776,11.46236913877668
spr,17.14,10.631886892035263,10.604297836605607,8.196678584585527,13.177723775693755,9.778469691544895,11.4591798355604
spr,17.150000000000002,10.62904087999778,10.601481561603336,8.194437793445376,13.174527130634539,9.775722004776693,11.456158058410688
spr,17.16,10.62619771594023,10.598668139390846,8.19219910716737,13.171333815849628,9.77297699358181,11.453215821956164
spr,17.17,10.623357395819419,10.595857565901476,8.189962522597103,13.168143827174037,9.77023465400838,11.450276480673587
spr,17.18,10.620519915600749,10.59304983707731,8.187728036586591,13.164957160450664,9.76749498211302,11.447340030493756
spr,17.19,10.617685271258193,10.590220508152155,8.185495645994239,13.161773811530278,9.764757973960796,11.444406467356254
spr,17.2,10.614853458774265,10.587444523718545,8.183265347684845,13.158593776271488,9.762065357629595,11.441426595397099
spr,17.21,10.612024474140009,10.584671185031562,8.18103713852957,13.155417050540708,9.759385455612929,11.438375350087199
spr,17.22,10.609198313354964,10.581900488271287,8.17881101540593,13.152243630212153,9.756708154350164,11.435311015304931
spr,17.23,10.606374972427144,10.579132429626085,8.17658697519778,13.149073511167808,9.754031781093952,11.432188473246114
spr,17.240000000000002,10.603554447373021,10.576367005292585,8.174365014795299,13.145906689297398,9.751308557308564,11.42906902375978
spr,17.25,10.600736734217493,10.573604211475656,8.172145131094974,13.14274316049838,9.748592272074701,11.425952662537874
spr,17.26,10.597921828993867,10.570844044388377,8.169927320999584,13.139582920675897,9.745878636191096,11.422839385281687
spr,17.27,10.595109727743829,10.56808650025203,8.167711581418192,13.136425965742784,9.743218062449081,11.419797003404412
spr,17.28,10.59230042651743,10.565331575296064,8.165497909266124,13.133272291619523,9.740406040794882,11.416776491232984
spr,17.29,10.589493921373055,10.56257926575809,8.163286301464954,13.130121894234223,9.737604598924115,11.413846719678197
spr,17.3,10.58669020837741,10.559789947634938,8.161076754942487,13.12657101746878,9.735017304099744,11.410918859996158
spr,17.31,10.583889283605487,10.55693083674311,8.158869266632758,13.123017910728617,9.732482847297511,11.407920438528564
spr,17.32,10.581091143140547,10.5540972606227,8.156663833476,13.1194682887276,9.729950791039112,11.404980608855906
spr,17.330000000000002,10.578295783074102,10.551342444838866,8.15446045241864,13.115922146617944,9.727456728519142,11.40192462528222
spr,17.34,10.575503199505887,10.54859039439368,8.15225912041328,13.112379479562236,9.72483223797915,11.398810555430892
spr,17.35,10.572713388543834,10.54584110543448,8.150059834418684,13.10884028273344,9.722210277718595,11.39572196194852
spr,17.36,10.569926346304062,10.54309457411679,8.147862591399772,13.10530455131482,9.719590844081807,11.392690259284745
spr,17.37,10.567142068910838,10.54035079660427,8.14566738832758,13.101772280499954,9.71697393342086,11.389661659038243
spr,17.38,10.564360552496572,10.537609769068727,8.143474222179275,13.098243465492684,9.71435954209555,11.386636156856198
spr,17.39,10.56158179320178,10.534768177141713,8.141283089938135,13.094718101507091,9.711747666473373,11.383722707765536
spr,17.400000000000002,10.558805787175071,10.531876815938091,8.139093988593505,13.091196183767465,9.709138302929503,11.380823177634067
spr,17.41,10.556032530573122,10.529068984521036,8.136906915140832,13.087677707508288,9.70653144784678,11.377926585323529
spr,17.42,10.553262019560654,10.526263922673127,8.134714381469728,13.08416266797418,9.703927097615681,11.375017613377839
spr,17.43,10.550494250310418,10.52351375209824,8.132467668797503,13.080651060419909,9.701325248634305,11.372108563323183
spr,17.44,10.547729219003157,10.520895450962534,8.130223112546068,13.077205218710814,9.698758675854375,11.369317813399958
spr,17.45,10.544966921827607,10.518279943485986,8.127980709575846,13.073997164018493,9.696301692492439,11.36630679923924
spr,17.46,10.542207354980452,10.515667225930317,8.125740456753503,13.070787415374209,9.693847118596373,11.363388332337209
spr,17.47,10.53945051466632,10.513057294564682,8.123502350951927,13.067575569278494,9.691394950937335,11.360447947337715
spr,17.48,10.53669639709775,10.510450145665654,8.121266389050223,13.064366906410674,9.688945186293289,11.357404091835498
spr,17.490000000000002,10.533944998495178,10.507720773781113,8.119035287543372,13.061161422694722,9.686497821449008,11.354245408118445
spr,17.5,10.53119631508691,10.504895285338996,8.116807151172647,13.05795911406282,9.684038403727609,11.351060594573685
spr,17.51,10.528450343109107,10.502072719181417,8.1145811455198,13.05475997645534,9.681286864173256,11.347879330573935
spr,17.52,10.525707078805755,10.499253071254515,8.112357267497249,13.051564005820822,9.678606508976385,11.344701611373488
spr,17.53,10.522966518428651,10.496377356233989,8.110135514023533,13.04837119811595,9.676022229531497,11.341704694350653
spr,17.54,10.52022865823738,10.49343040606789,8.107915882023322,13.045181549305518,9.673440451849853,11.338864935121961
spr,17.55,10.517493494499291,10.49056282859593,8.105701501194526,13.041995055362428,9.670861172434225,11.336024296654966
spr,17.56,10.514761023489479,10.487775132692526,8.10373554493899,13.038811712267643,9.668336431423423,11.33305952391312
spr,17.57,10.512031241490762,10.48499022865613,8.101771355170644,13.035631516010172,9.665818005112829,11.330097560015547
spr,17.580000000000002,10.509304144793663,10.482208112676108,8.099808929442213,13.032454462587053,9.663304697508721,11.327401224117654
spr,17.59,10.506579729696389,10.479428780949824,8.097848265311663,13.029280548003323,9.660687839309894,11.324749645444149
spr,17.6,10.503857992504802,10.476652229682614,8.095742580677642,13.02610976827199,9.658073413508264,11.322101087735104
spr,17.61,10.50113892953241,10.473878455087762,8.093592429535741,13.022942119414026,9.655461416574434,11.319454028788542
spr,17.62,10.498422537100339,10.471107453386487,8.091444249827042,13.019777597458326,9.652851844986387,11.316679439664789
spr,17.63,10.495708811537316,10.468339220807914,8.089298350539393,13.01661619844169,9.650244695229484,11.313786745030306
spr,17.64,10.492997749179645,10.465573753589048,8.087157103106033,13.013457918408806,9.647720873367776,11.310896935441216
spr,17.650000000000002,10.490289346371187,10.462811047974757,8.085019185757863,13.010302753412224,9.645131864641034,11.307996170642408
spr,17.66,10.487583599463346,10.460051100217752,8.082884953016386,13.007150699512334,9.64247195766889,11.305069309365845
spr,17.67,10.484880504815038,10.45729390657856,8.08075266830052,13.004001752777333,9.639829831013287,11.302145441955162
spr,17.68,10.482180058792679,10.45463376658039,8.078622328771187,13.000855909283215,9.637222958122166,11.299224564482737
spr,17.69,10.479482257770162,10.451984655946042,8.076493931594992,12.997713165113748,9.63473854164238,11.29630667302885
spr,17.7,10.476787098128836,10.44934600124418,8.074367473944198,12.994334493540308,9.632220678514157,11.293391763681685
spr,17.71,10.474094576257485,10.446742774158746,8.072242952996715,12.99093838233441,9.62975990166628,11.290462651884473
spr,17.72,10.471404688552314,10.444142291521382,8.070213528647578,12.987545723835778,9.627370529538332,11.287524663536374
spr,17.73,10.46871743141692,10.441575300481354,8.068263794280426,12.984156513398403,9.62491922977896,11.284589558136764
spr,17.740000000000002,10.46603280126228,10.43891709050883,8.066315777142318,12.980770746385792,9.622470276896454,11.281657331877431
spr,17.75,10.463350794506727,10.436245921235795,8.064369474807627,12.977388418170923,9.620034740797156,11.278777915668423
spr,17.76,10.46067140757593,10.433564063958581,8.06242488485559,12.974009524136234,9.61762991419728,11.275872891580025
spr,17.77,10.457994636902875,10.430806592614118,8.060482004870295,12.970634059673586,9.615330016342414,11.272940229273535
spr,17.78,10.455320478927845,10.42806051950961,8.05854083244068,12.967262020184245,9.613010022376926,11.270000570129433
spr,17.79,10.452648930098405,10.425368613180773,8.056601365160505,12.96389340107885,9.610508527311762,11.266995403539509
spr,17.8,10.449979986869373,10.422679319302912,8.054663600628352,12.960528197777393,9.608090514050089,11.26397345705984
spr,17.81,10.447313645702812,10.419992634356559,8.052727536447614,12.957166405709183,9.605856727151192,11.260992621744588
spr,17.82,10.444649903067997,10.417308554829539,8.050793170226479,12.95380802031283,9.603649157967308,11.258223378532694
spr,17.830000000000002,10.441988755441407,10.414760491549172,8.048860499577916,12.950453037036214,9.601376436778622,11.255490776793525
spr,17.84,10.439330199306706,10.412220866863038,8.04692952211968,12.94710145133646,9.598797137463206,11.252706456508301
spr,17.85,10.43667423115471,10.409592172030273,8.045000235474273,12.943800298779987,9.59622458899083,11.249880860047393
spr,17.86,10.434020847483383,10.406915707754345,8.043072637268963,12.940761569272917,9.593787477781309,11.246950802281388
spr,17.87,10.431370044797813,10.40424188220484,8.041147317136959,12.937725737820655,9.59135266298479,11.243870041979054
spr,17.88,10.428721819610189,10.401578806798378,8.039224484790514,12.934692800768811,9.58895490162039,11.240754603573714
spr,17.89,10.426076168439785,10.399073686593377,8.03730333207672,12.931662754470299,9.586580921945405,11.23764230792235
spr,17.900000000000002,10.423433087812942,10.396643366732054,8.03538385664491,12.928635595285332,9.584209194745991,11.234533150682093
spr,17.91,10.42079257426305,10.39422023500653,8.03346605614911,12.92561131958139,9.581839716996159,11.231509999989791
spr,17.92,10.418154624330523,10.391776007761182,8.031549928248028,12.922589923733208,9.579436017837995,11.228576503076532
spr,17.93,10.415519234562788,10.389118091216151,8.029635470605044,12.91956922704477,9.576904797196242,11.225645676341479
spr,17.94,10.41288640151426,10.386462887703019,8.02772268088819,12.916546929613341,9.574389183964078,11.222858496808634
spr,17.95,10.410256121746329,10.383843146786571,8.025811556770156,12.91352750645207,9.571875819415375,11.220108021291137
spr,17.96,10.407628391827332,10.381288324556703,8.02390209592826,12.910510953955018,9.569473361115811,11.217360446413638
spr,17.97,10.405003208332548,10.37873622391822,8.021994296044454,12.907497268523432,9.56712635821771,11.214615768244446
spr,17.98,10.40238056784417,10.376281565984003,8.0200881548053,12.904486446565706,9.564719521131167,11.211873982859716
spr,17.990000000000002,10.399760466951287,10.373828222169966,8.018183669901966,12.901478484497362,9.56221726386233,11.20913508634343
spr,18,10.397142902249868,10.371263411300184,8.01628083903022,12.89847337874105,9.55971732358023,11.206399074787381
spr,18.01,10.394527870342742,10.368701131746324,8.014379659890404,12.895471125726504,9.557265348680767,11.203665944291139
spr,18.02,10.391915367839585,10.36614138026038,8.01248013018744,12.892471721890525,9.554884157977524,11.200900032131003
spr,18.03,10.389305391356892,10.363584153600804,8.01058224763081,12.88947516367698,9.552565400250634,11.198084497402332
spr,18.04,10.386697937517969,10.3610642834577,8.008686009934543,12.886481447536761,9.550153057916924,11.195418736002507
spr,18.05,10.384093002952904,10.358648496961935,8.006791414817219,12.883490569927769,9.547740446954345,11.192773045199484
spr,18.06,10.381490584298565,10.356192552594862,8.004898460001936,12.88029796001552,9.54529416451987,11.189959893528917
spr,18.07,10.378890678198559,10.353759977559193,8.003007143216324,12.877021017950446,9.542897933256095,11.187193696279422
spr,18.080000000000002,10.376293281303239,10.351361096547251,8.00111746219251,12.873747216206395,9.54050625184662,11.184489788598372
spr,18.09,10.37369839026967,10.348934364764073,7.99922941466713,12.87047655082541,9.538097044684132,11.181730787171569
spr,18.1,10.37110600176161,10.346403117245128,7.9973429983813,12.867209017857391,9.535664653066053,11.178944836157731
spr,18.11,10.368516112449507,10.343874320226579,7.995458211080621,12.863944613360074,9.533234489935605,11.176101143783418
spr,18.12,10.365928719010466,10.341347970546314,7.993575050515156,12.860677776097429,9.530806552355722,11.17325536814105
spr,18.13,10.363343818128238,10.338752716535673,7.991693514439428,12.857410679648163,9.528380837395453,11.17033142048456
spr,18.14,10.360761406493198,10.336153413133369,7.989813600612405,12.854146714709433,9.52598093636194,11.167410257831522
spr,18.150000000000002,10.35818148080234,10.333556670514696,7.98793530679749,12.850885877343973,9.523605162676446,11.16467537658852
spr,18.16,10.355604037759244,10.331057394589335,7.986058630762515,12.84762816362229,9.52129161799969,11.161979273269575
spr,18.17,10.353029074074065,10.328575404923257,7.984183570279725,12.844373569622647,9.518980054194436,11.159285875981906
spr,18.18,10.350456586463519,10.326093192679854,7.9823101231257745,12.841122091431048,9.51667046860833,11.156664091659309
spr,18.19,10.347886571650854,10.323476021261753,7.980438287081705,12.837873725141208,9.51436285859458,11.154061651186776
spr,18.2,10.345319026365852,10.320923050367991,7.978568059932955,12.834628466854541,9.5120357280221,11.151453539104159
spr,18.21,10.342753947344793,10.318249550653324,7.976699439469322,12.831386312680117,9.509652735042415,11.148740895349144
spr,18.22,10.340191331330447,10.315639318087168,7.974832423484984,12.828147258734672,9.507271982802903,11.146080374413991
spr,18.23,10.337631175072055,10.313116438134921,7.972967009778464,12.824911301142562,9.504893468311948,11.14339981015183
spr,18.240000000000002,10.335073475325315,10.310671541216173,7.971013268833303,12.821678436035741,9.502517188584081,11.140777521299501
spr,18.25,10.332518228852358,10.308229142510449,7.968926895561727,12.818448659553773,9.500143140639977,11.138157810095985
spr,18.26,10.329965432421735,10.30578923879717,7.966842394813977,12.81561350488829,9.497822698519508,11.135501519261497
spr,18.27,10.327415082808407,10.303351826861938,7.964759763955602,12.813046325019243,9.495475720957321,11.13282962914177
spr,18.28,10.324867176793711,10.300916903496526,7.96267900035728,12.809798461102755,9.493042124798666,11.13003570122516
spr,18.29,10.322321711165364,10.298409613578944,7.960600101394817,12.806553921028453,9.490610801968053,11.127130542600783
spr,18.3,10.319778682717422,10.295840910079857,7.958523064449124,12.803312700416717,9.48821650530548,11.124294057452055
spr,18.31,10.31723808825029,10.2932745977341,7.956447886906216,12.800074794896432,9.485890004558184,11.121617708117842
spr,18.32,10.314699924570688,10.29071067335166,7.954374566157193,12.796840200104985,9.483543568303197,11.118944007788127
spr,18.330000000000002,10.31216418849163,10.288168140696406,7.95230309959823,12.793608911688223,9.481122024171032,11.116272953084994
spr,18.34,10.309630876832433,10.285696202255803,7.950233484630571,12.79038092530043,9.47870278409912,11.113588301277646
spr,18.35,10.307099986418665,10.28322643773233,7.948165718660508,12.787156236604318,9.476298743099694,11.110862686827822
spr,18.36,10.304571514082161,10.280758844326616,7.946099799099377,12.783934841271002,9.473988977316793,11.10813978860287
spr,18.37,10.302045456660982,10.278293419244708,7.944035723363544,12.780716734979963,9.471698920577992,11.105425373494958
spr,18.38,10.299521810999419,10.27583015969807,7.9419734888743925,12.777501913419046,9.469284158397006,11.10269381849268
spr,18.39,10.297000573947956,10.273369062903566,7.939913093058313,12.77429009652595,9.4668607947404535,11.099896042611654
spr,18.400000000000002,10.294481742363272,10.270910126083441,7.937854533346692,12.771061287669102,9.46443969555244,11.097179924007952
spr,18.41,10.291965313108216,10.26854348772559,7.935797807175902,12.76783574822125,9.46202085779941,11.094428815357755
spr,18.42,10.289451283051788,10.266196194693524,7.933742911987286,12.764613473910453,9.459689782880595,11.091677955654403
spr,18.43,10.286939649069131,10.263851058680679,7.931689845227152,12.76139446047306,9.457461751294675,11.088929841645218
spr,18.44,10.284430408041509,10.261508077098497,7.929638604346753,12.758178703653666,9.4552412922683,11.086184469753816
spr,18.45,10.281923556856292,10.259095828995019,7.9275891868022885,12.754966199205114,9.453022966394123,11.083441836410822
spr,18.46,10.279419092406942,10.256670336006202,7.925541590054879,12.751756942888454,9.450806770964622,11.080701938053839
spr,18.47,10.276917011592994,10.254108751138485,7.923495811570569,12.74855093047293,9.4485927032775745,11.077949898530385
spr,18.48,10.274417311320045,10.251493386623501,7.92145328352955,12.745348157735958,9.446380760636035,11.075186542542866
spr,18.490000000000002,10.271919988499729,10.249040428139292,7.919415112789346,12.742148620463096,9.444177974260189,11.07242593970649
spr,18.5,10.269425040049715,10.246606728808771,7.9173787542142176,12.73895231444804,9.441990551953667,11.069813874374669
spr,18.51,10.266932462893674,10.24417545918547,7.9153442052912535,12.735777919627344,9.439805245776634,11.067202580983087
spr,18.52,10.264442253961283,10.24174661604681,7.913311463512402,12.732629387312747,9.43762586878661,11.06458963044597
