variable,fmort,mean,median,q025,q975,q250,q750
ypr,0.56,17.60188312035863,17.579734024862326,12.80511530644767,22.50898115846656,15.876033594598725,19.262349977938438
ypr,0.5700000000000001,17.786290228333073,17.76473679923179,12.95428956425739,22.725465134159926,16.049109312468286,19.45816583756757
ypr,0.58,17.968273202573723,17.94891087425334,13.101857897449825,22.9386923400024,16.219994957425644,19.652947174323685
ypr,0.59,18.14788919169543,18.130048555474385,13.245167192916412,23.148760696370662,16.388294062543807,19.843196632684467
ypr,0.6,18.325193486813905,18.309037734795105,13.385360111617127,23.355750087558025,16.555074856442424,20.032548514121448
ypr,0.61,18.50023959652644,18.485093518871327,13.523989493491356,23.558358387869802,16.72011937220163,20.21974520312066
ypr,0.62,18.673079318316837,18.658112195663318,13.66108832968465,23.75885265995422,16.88335347135363,20.401588535154126
ypr,0.63,18.843762806580603,18.82897100526964,13.799856616366448,23.956972915788818,17.043817553213866,20.583360670027858
ypr,0.64,19.012338637454224,18.998444974261346,13.935311556196117,24.152318638028664,17.203332334988385,20.76292463118196
ypr,0.65,19.178853870621143,19.165890397962464,14.068451096982201,24.343685917936043,17.360113537468084,20.9395874614736
ypr,0.66,19.343354108256474,19.33009994098842,14.201545895107165,24.530339479230417,17.514944368279068,21.11419794517979
ypr,0.67,19.505883551262716,19.493984876007666,14.334857570835458,24.71439607402972,17.66876304761304,21.288392868004202
ypr,0.68,19.666485052939535,19.655591760244235,14.46683902895134,24.89619657695193,17.821650663196458,21.459077972810753
ypr,0.6900000000000001,19.82520017022223,19.814370564915333,14.597583438943088,25.07693382368842,17.972862531393222,21.627107446711303
ypr,0.7000000000000001,19.98206921261544,19.97160141922296,14.727094303943193,25.255261787569378,18.121281753312715,21.793102402504957
ypr,0.71,20.13713128894125,20.127962819671723,14.855350398261207,25.431237644977866,18.2682568564998,21.95816278434248
ypr,0.72,20.290424352013957,20.283405665912937,14.982375241365961,25.60650605759203,18.413895405645533,22.120821637986364
ypr,0.73,20.441985241347098,20.437960344245003,15.10819172261941,25.78062021981924,18.558250357246898,22.281595514330768
ypr,0.74,20.591849723992457,20.588138225870328,15.23282212259852,25.95253644839489,18.69947175545479,22.441009213428618
ypr,0.75,20.740052533604914,20.736359071304236,15.356296595591942,26.122303168699993,18.838343728544494,22.597916054478254
ypr,0.76,20.88662740782177,20.88458176329435,15.47854219556937,26.289967337583093,18.97802936537081,22.752214208717977
ypr,0.77,21.03160712404011,21.031159232860965,15.599671992896377,26.454269961261485,19.114604082227142,22.904884747072657
ypr,0.78,21.175023533671176,21.175822893820595,15.719698882250107,26.615501573674088,19.249517488046926,23.05560527886036
ypr,0.79,21.316907594946233,21.319037427373516,15.838642410585262,26.774761132701656,19.38437981696694,23.204001657587693
ypr,0.8,21.457289404344415,21.460471054144264,15.956521626522214,26.933799315069514,19.519624030090313,23.35116848941712
ypr,0.81,21.596198226709035,21.60053096742932,16.073355096456446,27.09252947675519,19.653685529477542,23.49614942410646
ypr,0.8200000000000001,21.733662524115324,21.74033302837715,16.189160920046902,27.24937983548532,19.785141461250305,23.64175071646888
ypr,0.8300000000000001,21.869709983549136,21.877281911043735,16.303956745110916,27.404231040998607,19.915332733876518,23.784599460861635
ypr,0.84,22.004367543452897,22.0133354788494,16.41782926751757,27.557580687171235,20.04262378481385,23.925856188184092
ypr,0.85,22.137661419192163,22.14752159939937,16.530752419951263,27.709201808545533,20.16868252229535,24.06595736752265
ypr,0.86,22.2696171274932,22.28096438734978,16.642716292471984,27.85912899078037,20.29372310727717,24.20475056338657
ypr,0.87,22.400259509899463,22.413433979578638,16.753736842679462,28.00739585286903,20.417908288728253,24.34232720357239
ypr,0.88,22.52961275529228,22.544144444050332,16.86382964352965,28.151467481969036,20.5410719677589,24.47787457149881
ypr,0.89,22.65770042151861,22.673713439186834,16.973680011256697,28.293794614614026,20.66223829752726,24.611232296174684
ypr,0.9,22.784545456166715,22.8011243445772,17.081168945866487,28.435065092906477,20.784221869687592,24.743257385971514
ypr,0.91,22.910170216528325,22.92791991060128,17.188472708843705,28.576204522806627,20.90654378003513,24.87459022809609
ypr,0.92,23.034596488783894,23.05330416653246,17.294934747680884,28.715823293239566,21.026537544557016,25.00424567126984
ypr,0.93,23.15784550644585,23.176977636274344,17.40059210893207,28.85310569393278,21.145536474370775,25.131606196628276
ypr,0.9400000000000001,23.279937968092778,23.300379843875834,17.50649708144803,28.987663524860043,21.262534896059584,25.26036715909073
ypr,0.9500000000000001,23.400894054425976,23.422715834943475,17.612142861583067,29.12080273429469,21.379111767248865,25.38732744244974
ypr,0.96,23.520733444678132,23.5431341089586,17.716975979453167,29.254006382373603,21.494956080908217,25.512713265124873
ypr,0.97,23.639475332402533,23.663123471696526,17.818424046324033,29.386620293899504,21.608696453323738,25.637047037668914
ypr,0.98,23.757138440669618,23.78218727444918,17.918598101712163,29.517209010920425,21.72186224136533,25.759419090874516
ypr,0.99,23.87374103669664,23.90036131866765,18.01798924705814,29.6423877668991,21.833935308076605,25.880765850589448
ypr,1,23.989300945934666,24.01804512374549,18.11703796460954,29.76625356618078,21.944292255740102,26.00222923959575
ypr,1.01,24.103835565636157,24.134221733673932,18.21491001997263,29.891108093525897,22.053712049853324,26.121674248502423
ypr,1.02,24.21736187792521,24.248979263810234,18.311813856693526,30.014994707389118,22.16265440814196,26.240429487040274
ypr,1.03,24.329896462391414,24.361827473865823,18.40798215084453,30.13756875993094,22.272384478906172,26.357672541795086
ypr,1.04,24.441455508227385,24.4750199764355,18.503459070055435,30.258929537435698,22.380436197794484,26.473804597713706
ypr,1.05,24.55205482592899,24.586212789851004,18.598355911231632,30.379109826871055,22.487276389582565,26.588714189457487
ypr,1.06,24.661709858576458,24.698158802788164,18.69254847885198,30.49789942890628,22.5921378027115,26.703623939728146
ypr,1.07,24.770435692713672,24.808129031292133,18.786047061106686,30.613109726571267,22.696776194325544,26.817304969139496
ypr,1.08,24.87824706884212,24.918146047072476,18.87886172660542,30.730087258179253,22.800457415456755,26.928247159097452
ypr,1.09,24.985158391545326,25.024873711379477,18.971002330398598,30.84716643517042,22.904582613438365,27.038875070673043
ypr,1.1,25.091183739258646,25.132020583228744,19.06247851980032,30.96335889873559,23.007549885779376,27.149524204572366
ypr,1.11,25.19633687369888,25.238890747782,19.153299740020554,31.07701767724428,23.10991318565885,27.25866513999061
ypr,1.12,25.300631248967306,25.34477364164632,19.243475239613687,31.189909028107447,23.21088462680969,27.3674301848276
ypr,1.1300000000000001,25.404080020339187,25.449386546902648,19.333014075750427,31.303262665015627,23.310855582628058,27.475399174261895
ypr,1.1400000000000001,25.506696052752236,25.551943402002237,19.421957455121262,31.412925211984795,23.409938834202535,27.58329220327514
ypr,1.1500000000000001,25.608491929005943,25.653813090833825,19.511983573526336,31.521591456477285,23.508523434373355,27.688417682845575
ypr,1.16,25.70947995768312,25.75610807270464,19.60182764838593,31.6297319069384,23.606883493249057,27.793519420413993
ypr,1.17,25.80967218080455,25.85710276954039,19.69071581317218,31.737347954524935,23.704824767166205,27.898460308699725
ypr,1.18,25.90908038122712,25.95801152090011,19.77719277107255,31.84401540889705,23.801392564273122,28.002774309672965
ypr,1.19,26.007716089795355,26.057702700721237,19.863083992535348,31.949749351069276,23.89645842796858,28.106191135836575
ypr,1.2,26.105590592255897,26.156270255125264,19.948397324524066,32.05456452142371,23.9910270574561,28.208775679962322
ypr,1.21,26.20271493594395,26.253363061761394,20.033140459107077,32.15841574888857,24.08469661865799,28.30957473356302
ypr,1.22,26.29909993625045,26.350851634803746,20.117320937414036,32.26135276118552,24.177921835261547,28.408924702921723
ypr,1.23,26.394756182878222,26.447968181931927,20.200946153470266,32.363413541022545,24.270831653796698,28.508037869244692
ypr,1.24,26.489694045895117,26.544841543236426,20.2840233579136,32.464611564435025,24.362577210892304,28.60591164958287
ypr,1.25,26.583923681591727,26.639933390758472,20.366559661597766,32.56496001234165,24.45379324716927,28.702975849648475
ypr,1.26,26.67745503815103,26.73481449529187,20.448562039086305,32.664471778788425,24.54468473904844,28.79949615670374
ypr,1.27,26.77029786113688,26.828655966322074,20.530037332041005,32.76315947891662,24.635266860618717,28.895667222724686
ypr,1.28,26.86246169880809,26.9220929185951,20.61099225250845,32.86103545666539,24.72478851077971,28.9912953513193
ypr,1.29,26.95395590726454,27.014854864121908,20.691433386108187,32.95850217171356,24.814902068112914,29.08631284309842
ypr,1.3,27.0447896554314,27.10647119071458,20.771367195126125,33.05744991922998,24.904142421866265,29.180982514885148
ypr,1.31,27.134971929887424,27.197777165668334,20.850815689263953,33.15486674055069,24.99284688484729,29.27247165595017
ypr,1.32,27.224511539542934,27.288195774869727,20.929786255194042,33.248535784586515,25.079582908092775,29.36385852132358
ypr,1.33,27.31341712017294,27.378400938359867,21.008268172773636,33.343956493092044,25.16572740749029,29.45474877311319
ypr,1.34,27.40169713881058,27.467582689973643,21.086267437796746,33.43949836502969,25.251318353421507,29.545552010802627
ypr,1.35,27.489359898005876,27.556314381109054,21.1639502476865,33.53429340646137,25.336642367351114,29.63812995144617
ypr,1.36,27.576413539954597,27.644643876383352,21.242242348709098,33.62835209137639,25.422867130222052,29.729141204678704
ypr,1.37,27.662866050501812,27.73178433778768,21.32006853508106,33.72168468411114,25.508727532863944,29.816280156386817
ypr,1.3800000000000001,27.74872526302459,27.8186101244409,21.39743430872687,33.81426699264786,25.593670117537584,29.905182294474038
ypr,1.3900000000000001,27.83399886219799,27.90449804205724,21.473066203101506,33.906107838650016,25.677167640252886,29.991956328514096
ypr,1.4000000000000001,27.91869438764855,27.990094167512165,21.548154790368283,33.99725243937931,25.76111352971072,30.077494795836042
ypr,1.41,28.00281923749902,28.075426661085764,21.62280007815206,34.087572516591436,25.842373103702716,30.163582322967194
ypr,1.42,28.086380671808243,28.159791437452554,21.697007265350276,34.17516816194383,25.92284704276628,30.249121934003732
ypr,1.43,28.169385815909695,28.24422539845634,21.77078146019621,34.26210753245214,26.00345209446396,30.33363527842899
ypr,1.44,28.251841663652176,28.327893682187824,21.84414937565306,34.3483995332458,26.085072511912223,30.418498039991984
ypr,1.45,28.333755080546013,28.410376723412007,21.917124845762917,34.434052896413576,26.166575459847117,30.503739622694695
ypr,1.46,28.41513280681795,28.491637548370484,21.991580675681515,34.519076185325424,26.24556400227684,30.5886773374362
ypr,1.47,28.495981460377813,28.572197214102744,22.063269192933543,34.60343908343395,26.32347342108701,30.67197752479818
ypr,1.48,28.576307539699908,28.651624408369255,22.135841828511097,34.68715932459091,26.40102128133788,30.75450487466611
ypr,1.49,28.656117426622043,28.73253590019366,22.208359839739153,34.77217420426048,26.478358831360538,30.8376811834032
ypr,1.5,28.735417389064843,28.813834727308908,22.280476731354234,34.85674293959079,26.55472572842268,30.920197403669967
ypr,1.51,28.81421358367407,28.894107757815434,22.352244834020066,34.941087804473504,26.631134598704495,31.001948007900154
ypr,1.52,28.89251205838846,28.972653935736403,22.42363676894551,35.024841934056624,26.707172778588408,31.081719682923584
ypr,1.53,28.97031875493549,29.05139637604779,22.494640534081302,35.10664574328795,26.782722292606742,31.160002660666112
ypr,1.54,29.047639511257522,29.12941446921146,22.56526031994537,35.18882313684819,26.858063868547383,31.23892929095399
ypr,1.55,29.12448006387046,29.205620138420734,22.635500249335305,35.267618748149985,26.9345895975994,31.31671914766083
ypr,1.56,29.20084605015724,29.282226870211286,22.705364378767985,35.34572110046611,27.010276411391164,31.394514105032403
ypr,1.57,29.27674301059814,29.358552960377413,22.775253729237487,35.4232810199098,27.08479674359062,31.47285680592452
ypr,1.58,29.352176390940024,29.43456790548882,22.845172799392273,35.50030536567776,27.15993826524376,31.550644608061408
ypr,1.59,29.42715154430643,29.51017100877553,22.914726905684645,35.576800872666794,27.232674624138056,31.627941827631446
ypr,1.6,29.501673733250378,29.584423221960193,22.98391982366302,35.653070446792,27.304427276486646,31.70464543519575
ypr,1.61,29.575748131751748,29.658835448698433,23.0527552701615,35.730109988015975,27.376258781114977,31.780326182935774
ypr,1.62,29.649379827160935,29.73305562397941,23.121236904506087,35.80848418129298,27.449184146247536,31.856004713884538
ypr,1.6300000000000001,29.7225738220905,29.80674926054774,23.189368329690456,35.88634221813379,27.520800907914598,31.93107591915723
ypr,1.6400000000000001,29.795335036256432,29.880228785861483,23.257153093522213,35.963664719579704,27.591760282128018,32.00487888688697
ypr,1.6500000000000001,29.86766830827058,29.953452789480902,23.324594689740604,36.04047524239064,27.66288434155438,32.07930782653206
ypr,1.6600000000000001,29.93957839738579,30.025719639904622,23.39169655910626,36.116787814687356,27.73341032413121,32.15430661897202
ypr,1.67,30.01106998519517,30.096892582464616,23.458462090464128,36.19260827427584,27.803669107833286,32.22776247826992
ypr,1.68,30.082147677286954,30.167637755035777,23.524894621780014,36.267942360294825,27.87376388903146,32.30072995191726
ypr,1.69,30.152816004856245,30.23971428930195,23.58910450914329,36.34275949089452,27.943396079303565,32.37334015327945
ypr,1.7,30.223079426275003,30.310500715399975,23.65219519403675,36.417079991391574,28.012390748085785,32.44553993892273
ypr,1.71,30.292942328621567,30.3816334520591,23.71496603581772,36.48858358509551,28.080604033688832,32.517076915850694
ypr,1.72,30.36240902917084,30.45169322265736,23.777420253013087,36.55805884191657,28.149585257576344,32.58807686582528
ypr,1.73,30.43148377684642,30.520796999543013,23.83919289080619,36.6270264570156,28.217781813500224,32.65874181402518
ypr,1.74,30.500170753635764,30.589788078657502,23.901319287344542,36.69554296994323,28.285612786820487,32.729276042680276
ypr,1.75,30.568474075969487,30.658893648542072,23.962761648971153,36.76362577473536,28.353284869819802,32.79959049967776
ypr,1.76,30.636397796065896,30.728177205886105,24.02389987762614,36.83127987261277,28.42076892267545,32.869449505704296
ypr,1.77,30.703945903241735,30.79641426275162,24.08473696138124,36.89851018187349,28.48707605203782,32.938133356568414
ypr,1.78,30.771122325190184,30.864754969222652,24.145290495816592,36.965321539670086,28.55370260340068,33.00689153269694
ypr,1.79,30.837930929227046,30.93172492596465,24.205632479208617,37.03171870374072,28.620049228431935,33.0755194031866
ypr,1.8,30.90437552350605,30.998935154228256,24.265681915162766,37.097706354095266,28.6851962637789,33.14373803052375
ypr,1.81,30.970459858204187,31.066069608893255,24.326895912698216,37.163289094657706,28.750272903891094,33.212147525798045
ypr,1.82,31.03618762667792,31.131098193255674,24.388857374158672,37.22847145486663,28.81546070769798,33.27975842027256
ypr,1.83,31.101562466591126,31.197196471937954,24.450531613594723,37.29325789123426,28.88031455124302,33.34676673888364
ypr,1.84,31.166587961015594,31.263173250898173,24.51192912268169,37.35834830886927,28.944837711362148,33.41339632995222
ypr,1.85,31.23126763950483,31.328514063706226,24.57311178484167,37.425410094387416,29.0094144049796,33.47965783560854
ypr,1.86,31.29560497914193,31.392949792268215,24.63401490822304,37.492076950001895,29.073655890995738,33.545798473898394
ypr,1.87,31.35960340556233,31.45741068372252,24.69464101669714,37.5583530916878,29.13647642132456,33.61175496488916
ypr,1.8800000000000001,31.42326629395201,31.521541336040542,24.754992599648688,37.6242426704958,29.19911028173427,33.67715179037664
ypr,1.8900000000000001,31.486596970021985,31.58528090734883,24.815072112603737,37.689749773850885,29.261023996648596,33.74170885621958
ypr,1.9000000000000001,31.549598710959636,31.650228964387395,24.874881977843444,37.75487842681908,29.322882008389755,33.80630243162684
ypr,1.9100000000000001,31.6122747463576,31.713572558605705,24.93442458500412,37.81963259334342,29.38544311465388,33.87106149369486
ypr,1.92,31.674628259120787,31.775717892721513,24.993702291663794,37.88401617745007,29.447279137469355,33.93488456611415
ypr,1.93,31.73666238635219,31.837855098463557,25.052717423915837,37.94803302442514,29.509093409209328,33.99825984624195
ypr,1.94,31.798380220217997,31.89920688681218,25.11147227692977,38.01035149901308,29.57030274167783,34.06107694004412
ypr,1.95,31.859784808792654,31.9614621868868,25.169969115499796,38.07244455181511,29.630208320875088,34.12324993783219
ypr,1.96,31.920879156884368,32.023191715510926,25.22821017458119,38.13612936974848,29.690522096250454,34.1854764934078
ypr,1.97,31.981666226841618,32.083978909371424,25.286197659815,38.19946136802845,29.751098953324092,34.24687476995824
ypr,1.98,32.04214893934114,32.14446073863028,25.34393374804129,38.262444086893524,29.811068765999867,34.308137826868816
ypr,1.99,32.10233017415796,32.20475695830346,25.401420587801294,38.32492769101564,29.87106580202953,34.36994927091145
ypr,2,32.162212770917925,32.26551194466957,25.458183159895665,38.38594294160688,29.93039832029547,34.43057519944803
ypr,2.0100000000000002,32.22179952983312,32.32620047929557,25.51448956343405,38.44472662194398,29.989687322085366,34.4912206673834
ypr,2.02,32.28109321242079,32.38668029087536,25.57055381166895,38.5031851412667,30.048168703871525,34.55164972471867
ypr,2.0300000000000002,32.34009654220612,32.44637803946783,25.62713413292282,38.56132178764376,30.10571251811619,34.612092174138
ypr,2.04,32.39881220540918,32.50557010087662,25.683742744419494,38.6191398011688,30.16331503451212,34.671890061424726
ypr,2.05,32.45724285161672,32.56447482303123,25.740113612714328,38.6768868781647,30.222271184123276,34.73160470440367
ypr,2.06,32.51539109443899,32.6231340577187,25.79624870425581,38.737690820719244,30.279557781888094,34.7902689450713
ypr,2.07,32.573259512152035,32.681840070516344,25.85214996089475,38.79873341353131,30.337528071743044,34.84869273427807
ypr,2.08,32.63085064832593,32.74008622176217,25.907804347697464,38.85945506805994,30.39522210839676,34.90728168328939
ypr,2.09,32.68816701243917,32.79805472656796,25.961734398204825,38.91985882709173,30.451752255662697,34.96569150536496
ypr,2.1,32.74521108047973,32.85562698072144,26.015319163280065,38.97994769156849,30.508023775341144,35.02305870494852
ypr,2.11,32.80198529553297,32.9133791997123,26.069596324088153,39.0397246213401,30.564123894095893,35.07986802634733
ypr,2.12,32.85849206835695,32.97091102383996,26.12321840776166,39.09918317349746,30.62037294784021,35.13849196806573
ypr,2.13,32.914733777945195,33.02838841140934,26.175764189028328,39.15600624547185,30.676394737791597,35.19599611370934
ypr,2.14,32.97071277207748,33.085020723041424,26.228092963308754,39.21176310889901,30.73229220141529,35.25263124892866
ypr,2.15,33.026431367858805,33.140593588140796,26.280206505690686,39.26722273399527,30.787940552053424,35.309087229920735
ypr,2.16,33.08189185224687,33.19648789006976,26.332106569384027,39.32239611444291,30.843351250788892,35.36473249580067
ypr,2.17,33.13709648256838,33.25165797496193,26.383904207941892,39.37728594806855,30.89863277830806,35.42073880884111
ypr,2.18,33.192047487024446,33.30747173797534,26.43582900538516,39.431894895892846,30.952889118423226,35.47677446976941
ypr,2.19,33.24674706518534,33.36314992184462,26.488029169757276,39.48622558278424,31.008380110628476,35.53241355100985
ypr,2.2,33.301197388474854,33.41808078859209,26.54002058322571,39.54028059809831,31.063482395116914,35.58771393660619
ypr,2.21,33.35540060064461,33.472721253942545,26.591785786510687,39.594062496303216,31.11785309926279,35.64343041472483
ypr,2.22,33.4093588182384,33.527465394146745,26.64124668767556,39.64870116032509,31.17170840393243,35.697807875444525
ypr,2.23,33.46307413104703,33.58252833938836,26.691498978951792,39.70263592740544,31.225204296444915,35.75249317845848
ypr,2.24,33.51654860255366,33.63703858801132,26.742020240086063,39.75561645556048,31.277642455929772,35.806924267309356
ypr,2.25,33.56978427037007,33.69084938455016,26.792368037772203,39.808332820270245,31.32998686309931,35.861373446917504
ypr,2.2600000000000002,33.622783146663956,33.74429519466413,26.842551947575824,39.86078742707319,31.382920257442397,35.91544948985039
ypr,2.27,33.675547218577485,33.79787894136224,26.89253843550439,39.91298264984455,31.435029278162556,35.968530474215555
ypr,2.2800000000000002,33.728078448637426,33.85107885330404,26.94324793824556,39.96492083133806,31.487051492509337,36.02261374733507
ypr,2.29,33.78037877515688,33.903695163005295,26.99250162974554,40.016604283716326,31.538878199325573,36.07613661913989
ypr,2.3000000000000003,33.83245011262898,33.956402547311896,27.041563957969544,40.068035289070146,31.590768262418532,36.12889519307989
ypr,2.31,33.88429435211265,34.00861898638412,27.090436390292247,40.11921609992702,31.642421645859862,36.18173817268776
ypr,2.32,33.93591336161061,34.0610963961356,27.13940491293866,40.17014731455361,31.694247350517095,36.234711333976136
ypr,2.33,33.987308986439956,34.112955935226715,27.188200275289915,40.22080875528692,31.74531283219595,36.286931113414965
ypr,2.34,34.03848304959525,34.164071468883975,27.23680861637917,40.27120994261945,31.796676553362502,36.33844513151431
ypr,2.35,34.0894373521045,34.214849732473134,27.285231345178847,40.32359729035886,31.847830568116912,36.38995619312439
ypr,2.36,34.14017367337807,34.2652934357272,27.33346985470838,40.37576058605642,31.898775158601435,36.441102381816414
ypr,2.37,34.19069377155086,34.31563523941661,27.38152552227444,40.42767855932147,31.949582577670448,36.492660965353764
ypr,2.38,34.24099938381759,34.3655464262552,27.42939970970667,40.47935329083953,32.000334950204824,36.544090382642594
ypr,2.39,34.29109222676173,34.415315045887525,27.477093763588993,40.5296417728224,32.05039597499503,36.595864051213944
ypr,2.4,34.34097399667794,34.46611731747624,27.524609015486693,40.5782988283007,32.10022061830833,36.64565103718559
ypr,2.41,34.39064636988833,34.516332077737246,27.5719467821692,40.62672075496862,32.14990629009217,36.695168215227504
ypr,2.42,34.440111003052564,34.566336192138124,27.619108365828854,40.674877142771145,32.19945617522316,36.74531833802965
ypr,2.43,34.48936953347206,34.61603934438194,27.666095054295557,40.7228099420343,32.24880815055357,36.79525170585293
ypr,2.44,34.538423579388315,34.66611864921519,27.712908121247608,40.77052104957396,32.29805573147278,36.84497005864179
ypr,2.45,34.58727474027562,34.715607289257846,27.75954882641856,40.81801233889313,32.34692437566011,36.89444814637259
