Year,mean,median,q025,q975,q250,q750,q475,q525
1980,0.2360147531,0.233968,0.180786975,0.3003643,0.21456325,0.25525525,0.232087525,0.23577542499999998
1981,0.14496173504,0.1439,0.112869725,0.18364802500000002,0.13227575,0.15613225,0.142735575,0.14488895
1982,0.2224753963,0.2209825,0.1777003,0.276109275,0.2046085,0.2386115,0.21953259999999997,0.222493425
1983,0.2402124151,0.2384905,0.192847375,0.29642874999999996,0.22211525000000001,0.25683524999999996,0.236886575,0.240157175
1984,0.2301322902,0.22858650000000003,0.18160384999999998,0.28800885,0.21150425,0.24726849999999997,0.2267901,0.23037040000000003
1985,0.3001218155,0.297799,0.233532275,0.38066694999999995,0.27466175000000004,0.32273825,0.29546205,0.2998579
1986,0.2482419922,0.2461665,0.195801675,0.3108686499999999,0.22799550000000002,0.26687724999999995,0.24450919999999998,0.2479499
1987,0.14545377267,0.144498,0.1171079,0.17845415,0.1347735,0.15532,0.143512625,0.145480375
1988,0.2904920833,0.2888365,0.229749575,0.36270260000000004,0.26674725,0.31224650000000004,0.286400675,0.2910069
1989,0.4200930618,0.41725999999999996,0.33208745,0.5244521,0.3858995,0.45154400000000006,0.414287425,0.420191225
1990,0.1623582403,0.160968,0.12871502499999998,0.20308235000000002,0.14906825,0.17449849999999997,0.159740575,0.16216395
1991,0.06905400572,0.06868665,0.056344355,0.08395940999999998,0.06420545,0.073559075,0.0683052725,0.06917103250000001
1992,0.14139095592,0.1405455,0.1122847,0.17535107500000002,0.13055375,0.151426,0.13946005,0.14144090000000004
1993,0.2809467773,0.2791415,0.22365895,0.350768125,0.25816075,0.30108325,0.27741229999999995,0.28099042500000004
1994,0.1557677611,0.15488449999999998,0.126020675,0.19063344999999998,0.14423025,0.16633775,0.153917,0.1559224
1995,0.10240951962,0.1019115,0.08426064000000001,0.12336102499999999,0.0954235,0.1089395,0.101299525,0.10255594999999999
1996,0.3559389573,0.353823,0.29191985000000004,0.43035712499999995,0.33104475,0.3786655,0.351580625,0.356115275
1997,0.3636355627,0.361497,0.291548125,0.44809649999999995,0.336027,0.38872150000000005,0.358929375,0.363879
1998,0.2003053849,0.19893349999999999,0.15993412499999998,0.24828327500000003,0.18462275,0.214454,0.19762972499999998,0.200257425
1999,0.2685006655,0.2664205,0.2120756,0.33634702499999997,0.24624924999999998,0.2890355,0.264353725,0.26835312499999997
2000,0.11056837253,0.109823,0.0883735425,0.13673874999999996,0.10202599999999999,0.11832,0.109007,0.11053575000000002
2001,0.2628330315,0.2614415,0.21261985,0.32166544999999996,0.24338875,0.28026025,0.25976520000000003,0.263142425
2002,0.2080906556,0.2065075,0.16801795,0.255234375,0.19223799999999996,0.22267800000000001,0.205220575,0.207919425
2003,0.11741779339,0.116731,0.09542675750000001,0.14288807499999998,0.10889175000000001,0.12525425,0.116010525,0.117484
2004,0.1553228721,0.154308,0.12559092500000002,0.19035424999999997,0.14380975,0.16586250000000002,0.153260525,0.15538495000000002
2005,0.1544167583,0.1535875,0.12466935,0.189506975,0.14292,0.16484000000000001,0.15259367499999998,0.154662
2006,0.1411312107,0.140066,0.11569382500000001,0.17147504999999996,0.13101675,0.15040175,0.139309625,0.14098995000000003
2007,0.1637574381,0.162876,0.1339001,0.19770205,0.15232974999999999,0.1743825,0.1618421,0.16382990000000003
2008,0.1922919903,0.191104,0.15645092500000002,0.23309919999999998,0.17840575,0.2049665,0.189908525,0.19233890000000003
2009,0.1784164759,0.1774095,0.14500607499999998,0.21808239999999998,0.165062,0.19037825,0.176105525,0.17856575
2010,0.2146126958,0.2138335,0.174922475,0.26130575,0.19922175,0.22867325,0.212511625,0.215236175
2011,0.2421406043,0.24073450000000002,0.198609625,0.29282824999999996,0.225366,0.25726950000000004,0.23927205000000001,0.242252
2012,0.215801816,0.2147965,0.177019575,0.261396725,0.20079375,0.22927399999999998,0.213318675,0.216070325
2013,0.08948176891,0.08912025,0.07392215499999999,0.10770467499999999,0.083383725,0.0950808,0.0885192125,0.08968812000000001
2014,0.336113717,0.334252,0.27369407500000004,0.4088109,0.31174425,0.3586125,0.331857,0.3364089
2015,0.1818368109,0.1806005,0.145844025,0.22515747499999997,0.16793525,0.19456925,0.179261525,0.181719325
2016,0.2399244798,0.2377245,0.18730977499999998,0.30327294999999993,0.21905550000000001,0.2588775,0.23596625,0.23957285
2017,0.3248949044,0.3215095,0.242079975,0.42571122499999997,0.292288,0.354176,0.318783125,0.3243758
2018,0.06655356382,0.06555575,0.046904125000000005,0.09244814249999998,0.05849165,0.07360605,0.06486652000000001,0.066224755
