Year,Age,mean,median,q025,q975,q250,q750
1980,3,0.04534435801,0.044772900000000004,0.014213096350642202,0.12039059237920174,0.03009197895961653,0.06317464633954603
1981,3,0.01658795112,0.01637455,0.005404970699343668,0.04273464646152139,0.01087665221301822,0.02239756155108902
1982,3,0.07034280699,0.0698172,0.025323152015127193,0.16262019559527652,0.047993906102556765,0.09113839393730651
1983,3,0.2935174229,0.293229,0.12661417649842047,0.5033733805436414,0.21748582920742932,0.3556618679631967
1984,3,0.07136234294,0.07085520000000001,0.0234246679779811,0.17956100971523312,0.04873090935372941,0.09665349233044798
1985,3,0.02349563822,0.0232388,0.007837268768576837,0.060061448779655635,0.015433680630908102,0.031242083446762513
1986,3,0.09881912262,0.098119,0.03668212491298669,0.21828000631139924,0.06819286192177676,0.12656480531265862
1987,3,0.400578128,0.400548,0.18481303898418708,0.62868746887186,0.3098957559869768,0.4706891865085885
1988,3,0.02385514406,0.023596350000000002,0.007431936225357302,0.06761839851035081,0.015844706170326198,0.03377152919122693
1989,3,0.008584671758,0.00847728,0.0027813736068807732,0.023355894669315112,0.005600834103799282,0.011889610715122819
1990,3,0.03613375969,0.03573725,0.011931682652589667,0.09030651631219969,0.02387129786702478,0.04802868565677758
1991,3,0.4792694958,0.4793355,0.24789568800108064,0.7002861401657088,0.38501457702226455,0.5484336187577141
1992,3,0.015723771994,0.0155619,0.004827794207811112,0.04673096897582413,0.010396492563637916,0.02278178253528445
1993,3,0.010264282503,0.0101338,0.003232886725152429,0.028967191533697294,0.006711358406492439,0.014342025842872296
1994,3,0.02887708594,0.028563650000000003,0.009533150806831162,0.07540710680386113,0.019142474728114655,0.039439650843770796
1995,3,0.1613847021,0.1604125,0.06228359796047169,0.3264674319516366,0.11327658764526541,0.2017604445454055
1996,3,0.09985561039,0.09919755,0.035398506979763086,0.23266017201615566,0.06880374192125918,0.13266149726698168
1997,3,0.1918985621,0.1911505,0.07638063935624358,0.3793760769332051,0.13684946581322835,0.2423108836488487
1998,3,0.11823357506,0.1173235,0.040979317515801354,0.2654475657399298,0.08147344393838563,0.15512693341253023
