Year,mean,median,q025,q975,q250,q750,q475,q525
1980,210.8045991,208.715,153.236975,280.89624999999995,188.18075,230.8355,206.6361,210.82217500000002
1981,61.60103466,60.72185,43.434255,84.0037575,54.293975,68.078875,60.1665525,61.40791
1982,157.67381305,156.3245,116.717275,206.561375,141.64075,172.174,154.77887499999997,157.807025
1983,701.3994637,697.2494999999999,565.7786,856.4908,650.39775,749.7592500000001,692.55205,701.930625
1984,318.6332796,317.0165,243.61780000000002,406.47407499999997,289.02875,345.2065,314.437575,319.638425
1985,89.71167282,88.71090000000001,65.2496625,120.474825,79.752325,98.428775,87.75386499999999,89.727015
1986,247.0014592,244.91500000000002,184.973475,324.994875,221.69774999999998,269.00825,242.80919999999998,247.141425
1987,1535.568601,1529.4,1279.4775,1832.3539999999998,1436.4925,1627.46,1520.01525,1538.2127500000001
1988,204.4843987,202.2975,151.161,269.818425,183.16574999999997,223.43525000000002,200.434575,204.28785
1989,45.14029076,44.453500000000005,32.1713075,61.5546925,39.8885,49.7394,43.96244,44.974445
1990,101.7958625,100.638,74.59122250000001,136.1069,90.429575,111.453,99.6742575,101.7039
1991,1738.602495,1731.455,1447.3449999999998,2064.5299999999997,1628.9699999999998,1842.1325000000002,1721.8652499999998,1741.96475
1992,151.34866866,150.107,110.888925,200.50745,135.26025,165.27225,148.6124,151.411375
1993,63.28338073,62.544250000000005,46.401875,84.368765,56.50145,69.29955,61.937852500000005,63.132245
1994,96.30260581,95.33865,71.37521500000001,127.24444999999999,86.36015,105.1855,94.52297,96.24205
1995,401.3198983,398.29949999999997,311.1134,505.39825,367.17949999999996,432.943,395.521525,401.445475
1996,306.5623231,303.904,232.69612500000002,393.00502500000005,277.5435,333.002,301.34810000000004,306.71095
1997,652.7184882,649.144,514.8712999999999,807.20565,602.091,700.1755,645.364725,653.82935
1998,599.5009961,596.1635,468.58877500000006,750.1175749999999,549.48775,645.29675,591.290225,600.4308
1999,124.99289119,123.38900000000001,92.42528250000001,164.87325,111.88825,136.606,122.38234999999999,124.65695000000001
2000,327.9082463,325.7,247.555225,424.18802500000004,295.97450000000003,356.3755,322.8202,328.229625
2001,426.0191513,423.323,328.14497500000004,544.0861749999999,387.40999999999997,460.78425,419.714975,426.78495
2002,302.1352719,298.84299999999996,226.41625,393.8711999999999,271.5465,329.64525,296.26334999999995,301.520225
2003,995.4441566,989.94,786.2045750000001,1232.888,916.3275,1068.865,982.815725,996.9793000000001
2004,167.05303298,165.2705,122.815675,220.19109999999998,149.27224999999999,182.79025000000001,163.83015,166.93365
2005,297.9335551,294.87300000000005,222.33905,390.73929999999996,267.30375000000004,325.00725,292.2262,297.5539
2006,377.0857477,374.15049999999997,282.234975,490.7098499999999,340.12350000000004,410.43725000000006,371.13955,377.51160000000004
2007,531.4701252,525.787,393.98492500000003,693.795275,477.9655,580.9932500000001,521.3134,530.2174500000001
2008,649.1245556,644.398,491.03645,839.332275,586.96425,704.6859999999999,638.642,649.588425
2009,512.5493915,509.07,384.03787500000004,662.3144249999999,463.1395,557.13125,504.8052,513.3463
2010,504.6832867,501.473,386.721875,642.0746499999999,459.57075000000003,545.1722500000001,497.81245,505.42965000000004
2011,200.1096939,198.19299999999998,150.07215000000002,261.11359999999996,180.393,217.85475,196.42610000000002,199.92107500000003
2012,139.700623,138.4905,104.10875,181.888075,125.54974999999999,152.28349999999998,137.24652500000002,139.75594999999998
2013,358.6076984,356.08950000000004,275.37744999999995,457.60884999999996,327.17175000000003,387.04825000000005,353.233525,359.05785
2014,60.39902323,59.5965,43.960645,81.07835999999999,53.680575,66.432475,59.02708749999999,60.1734425
2015,1265.0995155,1253.4250000000002,952.5929000000001,1640.0672499999998,1143.3625000000002,1377.5625,1242.1905000000002,1263.8795
2016,129.30559142,126.93299999999999,87.59693,184.571375,112.012,143.81525,125.2552,128.47447499999998
2017,703.1436855,689.6355,459.12739999999997,1028.5689999999997,600.62075,791.1170000000001,680.6544,698.65075
2018,776.6600973,744.231,422.299525,1325.7732499999997,610.3105,908.0545,730.39375,757.862425
2019,405.27812787,357.4995,131.93805000000003,949.27955,252.3705,502.48924999999997,346.96507499999996,368.092525
