Year,Age,mean,median,q025,q975,q250,q750
1980,3,0.11707489152,0.1156895,0.053146914326184375,0.22676560636587575,0.08842195164929646,0.14673325989909938
1981,3,0.03518680467,0.0346527,0.015221030570933639,0.07379099878848462,0.025861212941661302,0.04417749064566284
1982,3,0.1101896483,0.10931199999999999,0.05126686399836266,0.20597274288759168,0.08396232416232283,0.13439246987729198
1983,3,0.4271197032,0.4270085,0.25719514099012475,0.5969941266712495,0.3580740011443197,0.48030276524859683
1984,3,0.16603741891,0.1649085,0.07987889926399168,0.29020856042379306,0.12811114246033387,0.20002532468774337
1985,3,0.04811650732,0.047462,0.022032955930698563,0.0972402082950946,0.0358314081832308,0.06011588115149965
1986,3,0.15845561569,0.15736450000000002,0.07773220326456222,0.2802859928362279,0.12270292693766943,0.1913559714284937
1987,3,0.5787200387,0.5796775000000001,0.3915139831266388,0.7324706052639517,0.5075397169526297,0.6297373184870584
1988,3,0.06265392024,0.062004649999999994,0.02790072734941806,0.12776163159946768,0.04710432333241117,0.07935098974502905
1989,3,0.015417655687,0.0151607,0.006492935840951992,0.03401906887660165,0.011244506790937185,0.019811163265584218
1990,3,0.05644669703,0.05582090000000001,0.02519133404875734,0.11357973478866068,0.041607626906630495,0.07062532894880925
1991,3,0.6135878138,0.614306,0.4246241574752523,0.7655906061231098,0.545184986023003,0.6679514619331606
1992,3,0.04405772902,0.04351125,0.018885605716122286,0.09368245340853283,0.03230167445194884,0.05639470720936693
1993,3,0.019383786319,0.019070999999999998,0.008012874010386114,0.04252913115771464,0.01411887278115606,0.025075502700762135
1994,3,0.04504462125,0.044613799999999995,0.019640091220483855,0.09339634273757215,0.03323547273821982,0.0575009683249692
1995,3,0.24038232,0.2392635,0.12024983703020747,0.40303924941706615,0.18994494103147175,0.28794681417887563
1996,3,0.186621804,0.185444,0.0932276421894578,0.3191208563998325,0.1450515184332031,0.22182628479855446
1997,3,0.3297068907,0.328755,0.18165465524163074,0.5044549075514867,0.2685888403837909,0.38186446702554694
1998,3,0.2477547728,0.246629,0.127855315305232,0.40337916553342595,0.19611082797395368,0.2910599222579744
1999,3,0.0512313551,0.05059085,0.023567357148018137,0.10116265762102816,0.0383180937626034,0.06303670137446195
2000,3,0.12618196389,0.12522250000000001,0.05931706688225068,0.2274124177497507,0.09651041910746778,0.15305322593281212
2001,3,0.14948284094,0.1485035,0.07525742704193883,0.2639663560541609,0.11491304611019418,0.17796741305656158
2002,3,0.10466842339,0.10380149999999999,0.050329653554617965,0.18972369026730085,0.07938553288826192,0.12619658626545913
2003,3,0.2700676996,0.2694535,0.14593450780469897,0.42566581118139774,0.21628439089125956,0.31333441896862674
2004,3,0.03929997314,0.03885505,0.017931784158449968,0.07471765063009063,0.029283419297249598,0.048104644712314286
2005,3,0.0676294719,0.06693835000000001,0.03126415231456783,0.13078494709499594,0.050583055056592316,0.08299467164539324
2006,3,0.09242286889,0.0915218,0.04350844529329727,0.1711346232217154,0.06960915632103754,0.11244867877159823
2007,3,0.13370582738,0.13258550000000002,0.0644804276164038,0.23722551021252883,0.10140576794279423,0.1591196139578462
2008,3,0.1523375401,0.151319,0.07554794178994279,0.26868371305151245,0.11817493722611228,0.18153505360366928
2009,3,0.11114734055,0.110218,0.053679763515564624,0.19973141366463157,0.08467286861065305,0.1336789652737212
2010,3,0.10328278846,0.102222,0.04955238217303011,0.1859948181390292,0.07813269505792592,0.12465358456537434
2011,3,0.04385833616,0.0433692,0.020906746850911314,0.08417188819120051,0.03315713577096453,0.05330685455870069
2012,3,0.0368224102,0.036397200000000005,0.01706510758838079,0.06908344470230075,0.027309163642301224,0.044739213848103955
2013,3,0.11302845045,0.1120395,0.054897965383607895,0.20257770739672656,0.08689142412769083,0.13576720130753678
2014,3,0.02164197045,0.021338,0.009947057874038427,0.04223556476228396,0.016139819873553327,0.026518445085210618
2015,3,0.3869163585,0.3860255,0.223707118804591,0.561906031512775,0.3204043354050705,0.44005373352884475
