Parameter,q025,q250,median,q750,q975
var32,0.15385574036755534,0.3175253346100133,0.40121310561055257,0.4815253480296606,0.63591249390444
var33,-0.21169489266602792,-0.03631973188904247,0.05392196055157239,0.14611312826614542,0.31938944465243535
var34,1.0330262531845067,1.177151556755267,1.2507439808027616,1.322553972401935,1.458977281631719
var35,-0.8219314507960912,-0.6352121560676678,-0.5402775909784756,-0.44319506439834244,-0.2618459125244412
var36,-0.23793226767251716,-0.05149592851984375,0.040300083424611444,0.13472101176513318,0.3021323051660982
var37,0.010668225634597319,0.18536394539862622,0.2783058454397169,0.36655660421272707,0.5325821036615676
var38,0.34574911999564034,0.5265064013351477,0.6189759536487749,0.7122259584165209,0.8815460429373093
var39,0.5610823322603863,0.7313708559667615,0.8209396062431411,0.9068152921524133,1.0782481764124896
var40,0.3163811883094099,0.49558484705065853,0.5858063288639173,0.6721072720117673,0.8368814581112078
var41,0.32204779550518814,0.48891174508760793,0.569212264940127,0.6506590603960998,0.8096129663991273
var42,-0.6253151698700075,-0.44572386421018617,-0.358406240254701,-0.26685582427969035,-0.10229592910879845
var43,-0.9873883708683804,-0.8088135972806576,-0.7161319650511322,-0.624345566757607,-0.4554104860922774
var44,-0.017524596082670423,0.1466949568255882,0.22882337335477665,0.3089750993483329,0.4660988829216314
var45,-1.8498788839212825,-1.6577818977391225,-1.5597086737368508,-1.457130518921149,-1.2663667401592316
var46,1.2175366935852725,1.3968735201842746,1.4855840672773795,1.577555042087016,1.7547720374844464
var47,-1.163742111814809,-0.9235153648645453,-0.8033610075152486,-0.6811694272120907,-0.44517666246370835
var48,0.49892680142154766,0.752355331712288,0.8888592784949969,1.023279635249093,1.2732419447541479
var49,0.40914053402397654,0.772897078323969,0.9651918297529614,1.1583280398988576,1.5181631487008032
var50,-0.7416272314650454,-0.10414196892252203,0.23097730285721774,0.562989487166194,1.1835651862297982
var51,0.08642579793244173,0.1347360011869907,0.15915472153803023,0.18432141775205846,0.23379136963614466
var52,-0.33807382436999533,-0.28849790142151255,-0.261927051529371,-0.23529122608301956,-0.18244891490445714
var53,-0.01890342955751527,0.06283561159815099,0.10306694408494543,0.14367480106901498,0.21781756372956101
var54,1.4597578781985012,1.4942665836592672,1.5126000030669626,1.5320384725418696,1.5701244514132657
var55,-0.42236108065204386,-0.33011710997366883,-0.2821875750978684,-0.23394582269352338,-0.14404088455354058
var56,-1.710433629157016,-1.539149224919429,-1.452584367950438,-1.365491325305654,-1.2027603617443279
var57,-2.1815181323332946,-2.0228650550796035,-1.9386347227212806,-1.85705299424772,-1.6947338600692603
var58,-1.7276561278359306,-1.5866671366895657,-1.5096947412542097,-1.432918378508922,-1.2869577674478945
var59,-1.6458551730401558,-1.5045597873846699,-1.433426842130853,-1.3593209480055606,-1.2159478678078712
var60,-1.7059278529927262,-1.5536123548660958,-1.475858557011927,-1.3972789528038962,-1.2447640008219678
var61,-1.4544344819649402,-1.2922218418612985,-1.2113533092914182,-1.1309130238637897,-0.965830814073155
var62,-1.630651962612969,-1.478499569473608,-1.4017964973361625,-1.3209665882081056,-1.1683849515502314
var63,-2.1446555552303757,-2.00415963268006,-1.9344973884397785,-1.8622664236480375,-1.7234210030763846
var64,-1.4707645921613883,-1.321561270750407,-1.2418945131097825,-1.1639623918262547,-1.0141716172617137
var65,-1.1023563964210423,-0.9522273194596815,-0.8740455098977051,-0.7950824034388271,-0.6454016304644372
var66,-2.050152927248287,-1.903368113044131,-1.826603335480474,-1.7458380493317955,-1.5941456842513333
var67,-2.876273894086425,-2.745667120394974,-2.678241068450564,-2.609666369533569,-2.4774218506752335
var68,-2.1867182162396697,-2.035975974662456,-1.9622217353052296,-1.8876573001617762,-1.7409642821651423
var69,-1.4976336789662394,-1.3541721552873769,-1.2760356144920966,-1.200367655776577,-1.0476293259250433
var70,-2.0713122469178034,-1.9363617199169143,-1.8650781468124364,-1.793733263280937,-1.6574021592299042
var71,-2.4738399318882087,-2.349430595942403,-2.2836412377999356,-2.2169597061957713,-2.0926402497808314
var72,-1.2312751900781256,-1.105502618135123,-1.039002011826966,-0.971101635405704,-0.8431394793571941
var73,-1.2325504817521593,-1.09059911790147,-1.0175389129797292,-0.9448919391781931,-0.8027457339718471
var74,-1.8329924078421505,-1.6894493553191792,-1.614798566889137,-1.5396614903434465,-1.3931858120220242
var75,-1.5508128951187663,-1.4014604206304035,-1.3227034562601165,-1.2412065701430661,-1.0896105376333198
var76,-2.4261824901155093,-2.28259497594442,-2.208924706962568,-2.134365325580161,-1.9896842602456013
var77,-1.5482501686267973,-1.4130966251687438,-1.3415269371540415,-1.2720376296955358,-1.1342421052561455
var78,-1.7836829957951479,-1.64904318344378,-1.5774479454548995,-1.5020282038287762,-1.3655746108889781
var79,-2.3493966189570217,-2.2174039439708952,-2.1478807622613427,-2.077408925390989,-1.945694315069357
var80,-2.0747283080630856,-1.939266481047203,-1.8688032719219247,-1.7965939402480329,-1.658868036784621
var81,-2.082092858743778,-1.9454691130282482,-1.873486597678518,-1.8027798852897785,-1.6633315660935206
var82,-2.1568083345948468,-2.032427986779962,-1.9656423783730759,-1.8944046438974222,-1.7633149084380302
var83,-2.0106609517816576,-1.8817101214690748,-1.8147663217632672,-1.746491501516573,-1.62099642109584
var84,-1.8550147303927509,-1.723694890635282,-1.6549393332097484,-1.5849096496999096,-1.4562904828081171
var85,-1.9309797670308344,-1.8014322295045195,-1.7292929557500045,-1.658695228845123,-1.52288413505265
var86,-1.7434119740441625,-1.613335800700864,-1.5425572551783553,-1.4754620427595082,-1.342064343570954
var87,-1.6164131851472205,-1.4900741111962086,-1.4240839973661075,-1.357629909331279,-1.2281705486320695
var88,-1.7314976810353604,-1.605510804283349,-1.5380638969012619,-1.4728373134139785,-1.3417150953406918
var89,-2.6047424234877092,-2.4843021824464344,-2.4177686637367355,-2.3530283413042756,-2.2283663278478167
var90,-1.2957438905475693,-1.165571244033612,-1.0958990666355213,-1.0255123484838258,-0.8945015576086234
var91,-1.9252202568721957,-1.7841749277629013,-1.7114684743335378,-1.6369683041672385,-1.4909538060048713
var92,-1.674989738384927,-1.5184310831323113,-1.4367002913275044,-1.3514017967549767,-1.1931229723076744
var93,-1.4184852298313808,-1.230015566728948,-1.1346771812806402,-1.03790833016099,-0.8539936339018331
var94,-3.0596492896923095,-2.838871142860972,-2.724854099858648,-2.608936244537997,-2.381107467651549
