Parameter,q025,q250,median,q750,q975
var1,-0.7045693969673881,-0.654202515672563,-0.6284233849224421,-0.6033815661875617,-0.5551939918849305
var2,1.824724170419744,2.931653910134261,3.3637263323331323,3.6463160479871233,4.034536849100582
var3,5.554723805057864,5.614892184764177,5.647240241702565,5.678207582234086,5.739491603830039
var4,5.732690787839537,5.839702208078386,5.897411722204889,5.954851826833549,6.074113937379532
var5,0.6367182271819188,0.8440973144149624,0.9670299150411606,1.0905660088097728,1.3406422008434522
var6,2.5785211232892027,2.954808779647191,3.2380499021951934,3.6663844935935472,4.789565343931753
var7,1.4703471380960222,1.8512405605387272,2.134754892731353,2.5703898560168117,3.641113264836461
var8,-0.38933073534683693,0.09572021075700121,0.4045294873644556,0.8327708441431616,1.9286484553591547
var9,-9.493757736483769,-4.306640603293847,-2.228006410738744,-1.1713116770358538,0.20691572742945075
var10,-9.487446466879323,-4.468770149052581,-2.395337436115475,-1.375826016723639,0.06251126981962966
var11,-0.6027694637072006,-0.40618735968254915,-0.3061073857927292,-0.2079680011259244,-0.02278667383606614
var12,-1.8590390048883334,-1.6483931687540703,-1.5390413864611645,-1.431024737822705,-1.2324986462825336
var13,-0.8763454898300356,-0.6883633072130881,-0.5951560235215467,-0.5028507440251997,-0.3244088978691183
var14,0.6980791989567279,0.8326175001808891,0.9013390993845523,0.9691136967988583,1.098273605874427
var15,-0.14001326070947143,0.02474749702882395,0.11005230943312494,0.19403460434538822,0.3467217104472754
var16,-1.4559947696072788,-1.2648014567927075,-1.1622575708595884,-1.0615138385904181,-0.8710274123540208
var17,-0.4140944176080577,-0.2404020684814534,-0.1479928386921756,-0.05633955653840905,0.12138476389767512
var18,1.5146751451067597,1.626210481549757,1.6867421052814962,1.7446125533777979,1.8520229610995822
var19,-0.6124384947488917,-0.4321081082366858,-0.33705325966430255,-0.2414937001955959,-0.06175983301027374
var20,-2.1601678839983296,-1.9565077758336797,-1.8502200461869815,-1.746022887564973,-1.539081031138175
var21,-1.3191725853372944,-1.1332718359954512,-1.0347203214204956,-0.9380941614624914,-0.752857631460604
var22,1.6423147970756573,1.7529040272438063,1.8101689045366456,1.8678155603279105,1.9763703216609751
var23,-0.9210166484681324,-0.735010778275655,-0.6386406509727109,-0.541431856572745,-0.36084384902504285
var24,-1.7941175746524511,-1.6068346579941086,-1.5105379216551604,-1.4148348283894525,-1.2283506757490443
var25,-1.3640830950814384,-1.1826454557447499,-1.0881273644151435,-0.9973160364566667,-0.816881898806487
var26,0.11051614819202217,0.2634239037562276,0.34068569669503823,0.4199946294431207,0.5632839570489332
var27,-0.1806529509360546,-0.017213009206108243,0.0698440913852787,0.15638761398219536,0.31701604750269763
var28,0.6042569738396281,0.7557088418035565,0.829330851374757,0.9022893739879887,1.0432413298980183
var29,0.5135094993138866,0.666582642778565,0.7422568599702668,0.8189289259348524,0.9615942421959001
var30,-1.1091333722043302,-0.9248192848194381,-0.8300626631040453,-0.732748963818048,-0.5534458932774667
var31,-0.11890366902495346,0.05021180504326228,0.13787709953747918,0.2254050805401726,0.3889193904660779
