Age,Blocks,mean,median,q025,q975,q250,q750
3,1980-1998,0.07786654523,0.07681935000000001,0.050038485,0.111019375,0.066974025,0.0879282
3,1999-2018,0.10869307901,0.1079775,0.0751001275,0.14682085,0.09593805,0.120589
4,1980-1998,0.19764533313,0.19507649999999999,0.12847950000000002,0.28206902500000003,0.17070749999999998,0.22164
4,1999-2018,0.2869752621,0.2843475,0.19624895,0.38976257499999994,0.25250324999999996,0.318357
5,1980-1998,0.4157776547,0.41338949999999997,0.286548,0.559770275,0.3670795,0.46067225
5,1999-2018,0.5660979419,0.5656749999999999,0.4179105,0.716862,0.5136765,0.61779075
6,1980-1998,0.6693222036,0.672246,0.518988675,0.808844375,0.61955,0.721156
6,1999-2018,0.805138947,0.8101895,0.6722893,0.91142965,0.7657067499999999,0.84962125
7,1980-1998,0.8508315143,0.8563434999999999,0.74019995,0.9339093249999998,0.8196867499999999,0.8869830000000001
7,1999-2018,0.9282969304,0.933185,0.852289575,0.9768028,0.9101045,0.95192425
8,1980-1998,0.9413418977,0.9453324999999999,0.8817304250000001,0.97958815,0.9270302500000001,0.9598407500000001
8,1999-2018,0.9758528385,0.9786285,0.941798625,0.9942880999999999,0.9689355000000001,0.9857805
