Year,mean,median,q025,q975,q250,q750,q475,q525
1980,589.5748657,564.9645,350.878575,961.9846249999998,477.996,675.22225,555.832025,573.660975
1981,151.08743776,144.774,89.2479025,248.36222499999997,122.132,173.099,142.41814999999997,147.00080000000003
1982,402.3036728,387.33299999999997,244.20512499999998,653.4180249999996,328.69849999999997,457.51475000000005,381.80425,393.555475
1983,1967.1190958,1901.955,1223.2372500000001,3096.2112499999994,1621,2234.4075000000003,1873.53075,1928.1755
1984,887.9903031,858.206,538.9217750000001,1416.3324999999998,728.1985,1012.4575,845.1756499999999,871.2309500000001
1985,262.8361041,252.765,156.510775,428.18342499999994,213.361,300.96524999999997,248.605775,257.0097
1986,674.356465,649.0235,415.587375,1080.7045,554.02775,770.7085,639.67515,658.6533000000001
1987,4342.229198,4191.924999999999,2738.44,6861.97725,3591.2825000000003,4925.225,4129.43,4251.26075
1988,575.5295469,554.698,344.4652,933.333325,469.271,657.399,546.1431499999999,563.42965
1989,112.71226921,108.3635,66.28031999999999,187.323225,90.80539999999999,129.29125,106.4781,110.140175
1990,286.710203,276.15,173.50982499999998,460.4443499999998,234.39075,327.6895,272.15015,280.265
1991,5011.387839,4833.9400000000005,3180.10075,7846.80125,4167.885,5664.327499999999,4767.388499999999,4906.152749999999
1992,373.7362857,360.263,230.51014999999998,597.6682,306.454,425.2255,354.59412499999996,365.849475
1993,159.77065575,154.3355,98.98471250000001,251.5618499999999,131.69625,181.99475,151.920725,156.756075
1994,222.25523541,215.796,138.897,345.81039999999973,185.3695,251.4495,212.66215,218.26170000000002
1995,937.2761416,908.2574999999999,609.5166750000001,1428.5957499999997,787.75575,1057.15,895.4178749999999,922.89845
1996,701.7943047,680.832,456.3899,1069.9277499999998,590.2855,792.4715,671.410775,690.9828
1997,1561.8811293,1516.795,1053.2562500000001,2327.0389999999998,1326.5874999999999,1742.7549999999999,1498.3705,1537.2
1998,1178.7045985,1148.16,799.019775,1734.644,1007.1375,1315.155,1134.1009999999999,1162.98
1999,213.55781215,207.601,142.66545,317.3217499999999,181.50525,238.55849999999998,205.051,210.4914
2000,534.9266432,519.8265,359.04775,799.9788749999999,455.2,598.2162500000001,513.389625,526.84395
2001,755.5297163,732.634,513.0944000000001,1122.2320000000002,647.6687499999999,842.4582499999999,725.156575,742.8387500000001
2002,506.8221353,493.3435,336.53360000000004,755.0343499999999,430.9045,567.3245,487.281825,499.62955
2003,1670.2538824,1626.7150000000001,1153.01,2456.4557499999996,1434.1075,1858.2875,1606.92575,1645.38125
2004,265.9351668,258.9525,177.498975,394.2137999999997,226.2545,298.0685,255.6513,262.883275
2005,495.0118898,481.558,330.917725,738.5896249999998,421.13550000000004,553.298,475.38349999999997,487.41179999999997
2006,597.2967472,582.2335,404.792,884.504525,509.52549999999997,666.2475,575.1479750000001,588.995275
2007,849.0490741,826.9145,573.232975,1263.16225,723.89675,947.569,815.9693,836.1877999999999
2008,1052.2823821,1022.7850000000001,712.53135,1548.4677499999998,896.80575,1176.9850000000001,1010.22,1035.2447499999998
2009,766.6668386,745.806,516.9590750000001,1124.9844999999996,656.84925,855.40975,736.4615249999999,754.7574500000001
2010,736.0325564,716.9675,497.81037499999996,1086.00525,628.52725,821.9257499999999,707.1385,724.4968
2011,314.0153796,306.05949999999996,211.5057,464.29124999999993,268.4205,350.59925000000004,302.01664999999997,309.46367499999997
2012,216.7098041,210.6325,145.23645,322.00245,185.34324999999998,242.09975,208.087625,213.24890000000002
2013,585.9554579,570.8045,394.81495,867.1723,499.67775000000006,653.7895,564.4678999999999,577.4748
2014,93.53078528,91.06535,61.125477499999995,140.2302,79.184074999999993,105.00999999999999,89.85003499999999,92.3372425
2015,2330.512202,2264.48,1524.05675,3524.880999999999,1968.185,2614.0099999999998,2234.8067499999997,2292.62425
2016,211.23180973,204.024,128.6057,332.58584999999994,174.93149999999997,240.28875,201.118575,207.17825
2017,1191.4579709,1150.255,709.764475,1923.4514999999997,967.7125,1365.86,1132.30775,1166.8695
2018,966.019161,920.192,508.95585,1705.4417500000002,747.89525,1129.535,903.527875,937.5312
2019,802.3037635,692.428,242.23182500000001,1990.0164999999995,484.59725000000003,997.77775,669.328075,714.5126
