Year,mean,median,q025,q975,q250,q750,q475,q525
1980,25916.782843537116,25790.251107828655,21833.03754491942,30583.602482418042,24346.6015564717,27380.61906126678,25652.389823408805,25942.370863555196
1981,31989.66907339227,31881.600123459513,26945.209330011687,37652.17211578738,30111.774950946892,33738.17764941908,31703.195617187328,32064.245794660375
1982,26159.74899137988,26077.239357128685,22120.105712207063,30650.226526157978,24666.714433739722,27572.33955775039,25945.404991291693,26216.84781410525
1983,33947.596904693666,33851.55096011817,29090.941158314778,39276.896536519766,32121.106064948523,35673.377940430786,33701.97480103177,34013.588813686365
1984,34888.09693776318,34799.92945170749,30197.673008664213,40009.882272536874,33160.03990387794,36522.68568531053,34644.46140787937,34942.33779404308
1985,32836.36938645032,32751.824334751647,28107.828655834564,38141.33909477722,31082.39268943319,34495.882845741755,32597.668048237396,32912.153596860604
1986,30457.74643400428,30387.409334420954,25985.890341497827,35307.474812054934,28812.88718887101,32032.066403580327,30238.436693930642,30539.526334354814
1987,45704.87774201371,45588.69243149099,39677.33525871382,52397.12350360457,43460.393747657574,47811.8454992394,45403.77874291762,45810.58059040103
1988,45348.27211799202,45226.636389691135,39349.84788024427,51934.95226967085,43141.713882581185,47452.84838731012,45005.93322163187,45421.079609338834
1989,37446.57885976322,37298.275976101766,31698.57139707666,43694.20346568486,35293.51947794264,39501.201525606826,37114.64097533014,37492.85147379793
1990,33913.61576533874,33777.91617980996,28588.689675698315,39821.97854890981,31898.79626975903,35802.23880597015,33608.89239180758,33982.28300888467
1991,45152.869033708856,45048.66729866179,39325.66579951057,51534.12498070945,42982.12592870213,47201.63032694725,44862.359178994244,45221.31770982606
1992,51922.58959633149,51831.38958089905,45435.958133997665,58900.196212438546,49583.15879979718,54137.629797835056,51606.585793337596,52060.34083643819
1993,44827.45197204524,44726.84582993452,38250.655878656944,51890.86234264423,42423.44407945502,47061.1400163143,44526.14144932648,44959.72684582994
1994,41126.91277365021,41019.14724751428,35117.72746312749,47702.99995590731,38915.237328865274,43231.80074516634,40807.783460834675,41230.77834608347
1995,38018.806113450475,37973.22471835799,33243.0857161754,43090.65180008377,36294.340704160146,39664.39956789171,37820.94512665623,38122.32688110408
1996,25710.556041799864,25670.649705681342,22234.947860402564,29537.431931920895,24395.599550254636,26933.712162966556,25543.993474282943,25794.922176414824
1997,31837.48809497564,31751.80228841024,26983.065654004717,37330.74472541282,29982.41804272581,33570.845918119885,31587.074781190066,31902.483520359798
1998,39271.58319186931,39091.084459533944,32424.720011464102,47079.449502855,36702.997200114645,41695.859697083266,38839.60184307414,39319.64990409841
1999,48461.54570206574,48272.22822372627,40713.1357613704,57149.77182036641,45473.665645186185,51199.376088538105,48021.23062677749,48542.714786481185
2000,58746.762682157896,58561.36599131374,50378.4750545647,68219.20126105074,55558.70940717388,61737.41705064045,58290.53771026698,58867.311338433385
2001,61833.6686104191,61697.954099517185,53311.78762759321,71100.90334883926,58712.08029277541,64809.54716814745,61415.17118984104,61975.81240768095
2002,65150.259970457904,64971.06417689985,56503.59355364978,74695.28098062126,61987.06430917789,68196.99508366588,64675.09479926806,65277.759099627416
2003,82144.08764523028,82013.60259264975,72407.78290967614,92868.68096739346,78459.87014704909,85617.43534910382,81687.28091448224,82314.84380167112
2004,89597.68976388368,89411.7484953372,78719.17645891666,101423.63974073503,85527.65162371304,93462.8464031394,89053.13168279725,89741.55900703279
2005,94739.37992460151,94514.37421459908,82695.01366873168,107773.4876209793,90242.37196587227,99039.08265173394,94092.76273727375,94935.96088979034
2006,89971.68263189224,89760.19092131662,78465.12268788995,102170.18397671905,85799.26254987986,93955.27899645055,89386.455830155,90150.06944597544
2007,88520.40387795145,88369.61793690338,77655.9695980952,100287.4181529575,84559.12828766066,92270.91095482705,87981.60508388633,88709.02136290484
2008,92354.7910117066,92189.0914702705,81437.10178795828,104651.61268987412,88376.28695517978,96139.93364051236,91809.24954253843,92540.15189929231
2009,100544.83998765405,100315.42802971847,88859.75495491523,113715.33212813333,96202.40746048193,104692.6464428228,99922.39687823807,100756.9032606539
2010,97963.14573733989,97707.89699949294,86683.36493308935,110661.6107057034,93776.7863048127,101919.9607575123,97340.89430983928,98124.49844573293
2011,91357.68477038735,91154.45666791596,80834.54496351331,102836.95077051964,87472.69009457881,95087.00037478779,90805.97841663175,91490.78738508344
2012,70677.27174320421,70588.74754734451,62236.94029850746,79965.25221014573,67526.1524724972,73718.19815251659,70291.3920059966,70884.36693930643
2013,76048.42236380873,75954.11054035583,67056.36973919178,85661.51700875239,72742.26173416522,79224.21680372143,75593.17886196786,76275.76390572984
2014,56435.3524989528,56328.23695407747,48484.515200952395,65059.467250159825,53485.22343967019,59248.57801097908,56061.34394497234,56610.46319363301
2015,63900.56482726691,63727.7056372495,54251.4715932891,74810.29123217003,60262.18611521418,67277.44218346965,63396.624705130176,64031.54004717918
2016,54992.68028395688,54865.51731740117,46243.86560550277,64895.481051169554,51707.5993738839,57947.458056835465,54552.324235543114,55140.239533499414
2017,57337.217795806784,57007.37450120153,45156.363676447894,71494.09984788022,52682.02010626337,61592.21433453118,56605.42560462091,57450.596904693666
2018,59767.209815031194,59137.54712405476,43783.09155845587,79278.5941048083,53384.05829052668,65506.84538900769,58560.395952291714,59734.87069820763
