Parameter,Mean,SD,Naive.SE,Time.series.SE
log_Mbar,-0.4319627530221719,0.0625164923817057,6.25164923817057e-4,6.704598526727061e-4
log_rinit,4.334805747336646,0.6289888428475047,0.006289888428475047,0.013768322924561286
log_rbar,6.33483921057432,0.17765546760735904,0.0017765546760735904,0.0018977505369997159
log_ro,6.550613034832573,0.19145983085391607,0.0019145983085391608,0.002012876556741498
log_reck,1.241286412612206,0.22549167480227497,0.0022549167480227497,0.0022385479282322467
log_rinit_devs_3,3.345588885345157,0.5808255967111308,0.005808255967111307,0.013728083097911062
log_rinit_devs_4,2.1453747015128126,0.5810621075597528,0.005810621075597528,0.01373185753314435
log_rinit_devs_5,0.45181595987639617,0.5995942458972524,0.005995942458972525,0.01390773973077365
log_rinit_devs_6,-2.8897167302886126,2.493664291187951,0.02493664291187951,0.0711818686636938
log_rinit_devs_7,-3.0527267776646014,2.641410870596674,0.02641410870596674,0.06449510994787977
log_rinit_devs_8,0.010667441044637372,0.15552426512525577,0.0015552426512525576,0.001555242651252556
log_rbar_devs_1980,-1.3516360319931424,0.16057934419279912,0.0016057934419279913,0.001699040799549077
log_rbar_devs_1981,-0.36934524206076913,0.14750606500074465,0.0014750606500074463,0.0015060872583233084
log_rbar_devs_1982,1.2210731788102345,0.12513802688796064,0.0012513802688796064,0.0012513802688796062
log_rbar_devs_1983,0.4231338031617669,0.13880194107447721,0.001388019410744772,0.0013880194107447718
log_rbar_devs_1984,-0.7966140729863258,0.1508621220234949,0.0015086212202349487,0.0015354603832941137
log_rbar_devs_1985,0.1486388196454125,0.13974168523116767,0.0013974168523116766,0.0014572890094497071
log_rbar_devs_1986,2.013527347293634,0.1170835138644621,0.001170835138644621,0.001227862697204514
log_rbar_devs_1987,-0.011911842351010142,0.1457607916389404,0.0014576079163894041,0.0014825077792279674
log_rbar_devs_1988,-1.6452050819962556,0.16001592710464324,0.0016001592710464326,0.0016587645082397544
log_rbar_devs_1989,-0.7078019443239959,0.14167910379718604,0.0014167910379718604,0.001452389052868379
log_rbar_devs_1990,2.15782904718246,0.11182390527889521,0.001118239052788952,0.0011428865010471123
log_rbar_devs_1991,-0.44116798765062903,0.14025912332405993,0.0014025912332405995,0.0014025912332405975
log_rbar_devs_1992,-1.2901806201072825,0.13956675138695557,0.0013956675138695558,0.001432460277746093
log_rbar_devs_1993,-0.9580176432604611,0.13296867449063202,0.00132968674490632,0.0013550319837409763
log_rbar_devs_1994,0.48413870065213793,0.12283250736957498,0.0012283250736957498,0.0012483993724797945
log_rbar_devs_1995,0.19471599608348553,0.12332622018106724,0.0012332622018106725,0.0012332622018106747
log_rbar_devs_1996,0.9976149881097827,0.10416599621662682,0.0010416599621662682,0.0010416599621662667
log_rbar_devs_1997,0.7176153218097495,0.10468398436933157,0.0010468398436933157,0.0010765327658819497
log_rbar_devs_1998,-0.9922339055820248,0.13280431959532096,0.0013280431959532097,0.0013280431959532058
log_rbar_devs_1999,-0.07356197774974996,0.12552704139223367,0.001255270413922337,0.0012552704139223395
log_rbar_devs_2000,0.27259220656426214,0.12105216776921464,0.0012105216776921463,0.0013165581176130799
log_rbar_devs_2001,-0.128282519991037,0.13087299330053825,0.0013087299330053824,0.00134116079435349
log_rbar_devs_2002,1.0668044138273336,0.11598670829946661,0.0011598670829946662,0.0011961635247956161
log_rbar_devs_2003,-0.7730117055233836,0.13479095368897195,0.0013479095368897195,0.00134790953688972
log_rbar_devs_2004,-0.15155455432002007,0.13220273491696452,0.0013220273491696452,0.001322027349169646
log_rbar_devs_2005,0.03734743266444686,0.13052539930101326,0.0013052539930101324,0.0013052539930101315
log_rbar_devs_2006,0.38872866933071226,0.1293746062586637,0.001293746062586637,0.0012937460625866378
log_rbar_devs_2007,0.6034956143812864,0.1266282169132787,0.0012662821691327869,0.0013597913394461042
log_rbar_devs_2008,0.28713187649504496,0.12940427642508018,0.0012940427642508016,0.0012940427642508003
log_rbar_devs_2009,0.24646555901645723,0.12455260873877223,0.0012455260873877223,0.0012455260873877223
log_rbar_devs_2010,-0.6056573488407657,0.13055091355589885,0.0013055091355589886,0.001348682136027538
log_rbar_devs_2011,-0.9772029908218522,0.1341061787825935,0.001341061787825935,0.0013410617878259353
log_rbar_devs_2012,0.017931778449128383,0.13000462725008358,0.0013000462725008357,0.001369646791262352
log_rbar_devs_2013,-1.8193099268014852,0.14579406685752033,0.0014579406685752035,0.0015263782473400212
log_rbar_devs_2014,1.39570976205655,0.14139859631035656,0.0014139859631035656,0.0014139859631035676
log_rbar_devs_2015,-1.011150134610033,0.1782532800607294,0.001782532800607294,0.001811065304991085
log_rbar_devs_2016,0.7151389774140852,0.19687171101544157,0.0019687171101544156,0.0019365958137194828
log_rbar_devs_2017,0.4907885799914909,0.2670944995174946,0.0026709449951749457,0.0026709449951749457
log_rbar_devs_2018,0.20859822826407531,0.4931051637464194,0.004931051637464194,0.004931051637464183
mat_a50_1,5.337819893761448,0.2866807301033899,0.002866807301033899,0.0030870460717566657
mat_a95_1,8.096778202364634,0.44425890380523936,0.004442589038052394,0.004700546665659104
mat_a50_2,4.788770157444371,0.2526782563841099,0.0025267825638410992,0.002684108181040135
mat_a95_2,7.269415406119732,0.43911714488666137,0.004391171448866613,0.004612908543423866
log_Mdevs_1,0.23092584398139354,0.03905925111905637,3.905925111905637e-4,3.90592511190564e-4
log_Mdevs_2,-0.2890761070561434,0.03811635306846497,3.8116353068464966e-4,3.889219485211384e-4
log_Mdevs_3,0.05753857841676227,0.05438826365381614,5.438826365381615e-4,5.438826365381615e-4
log_s50_1,1.6380317159104916,0.04019552433255109,4.0195524332551085e-4,4.123281934294999e-4
log_selk_1,-0.27822688207227547,0.07238919256222519,7.238919256222519e-4,7.238919256222534e-4
log_s50_2,1.5726441648036917,0.05262481479061789,5.262481479061789e-4,5.512102223543774e-4
log_selk_2,-0.2039674873227701,0.09928657316134068,9.92865731613407e-4,9.890833274234555e-4
log_ft_1980,-1.7448961853066478,0.16696810899892153,0.0016696810899892152,0.0017064024836885895
log_ft_1981,-2.296222035653822,0.16723833986331485,0.0016723833986331484,0.0017074486590955
log_ft_1982,-1.8951025047503638,0.15027609080770488,0.0015027609080770488,0.001553821613896255
log_ft_1983,-1.76482799150316,0.14027741266654595,0.0014027741266654594,0.001439652876088289
log_ft_1984,-1.7628396102669515,0.14526230426530468,0.0014526230426530468,0.001452623042653048
log_ft_1985,-1.5477931665515872,0.1582337772716477,0.001582337772716477,0.0015823377727164783
log_ft_1986,-1.7957995772535482,0.1497949588228765,0.001497949588228765,0.0015207739278483038
log_ft_1987,-2.2728229231775625,0.13731108409007672,0.001373110840900767,0.0013731108409007673
