Parameter,q025,q250,median,q750,q975
log_rbar_devs_2000,0.03575718982208764,0.1919833233586168,0.27307373369900123,0.35395897616935246,0.5095182734066117
log_rbar_devs_2001,-0.38101423687159286,-0.2173540907174094,-0.12774694190307567,-0.03897245055259102,0.12609201431367698
log_rbar_devs_2002,0.8394776972104334,0.9877849036209985,1.0681107395140153,1.146681432153037,1.2913421443690647
log_rbar_devs_2003,-1.0334798106556382,-0.863148232472652,-0.7741139134381276,-0.6822363010433063,-0.5069613382113484
log_rbar_devs_2004,-0.41386199746442076,-0.23932457775817761,-0.15162688517073786,-0.06298695157809542,0.105456420880145
log_rbar_devs_2005,-0.21745375079589474,-0.049996823757463726,0.038374593321822026,0.12478865127983418,0.29349724083610346
log_rbar_devs_2006,0.13328546718605974,0.30271893538470795,0.3881913885539472,0.47776263642297145,0.6391441356810654
log_rbar_devs_2007,0.3592527940798223,0.5190154270326914,0.6016318472609825,0.6892768350447072,0.8545644885840238
log_rbar_devs_2008,0.03138824627765616,0.1989476581857499,0.28856082567456554,0.37514612127484925,0.5346400519123609
log_rbar_devs_2009,0.0019757668972669564,0.16211269637416503,0.24727705978596326,0.330827335031326,0.4894200079743107
log_rbar_devs_2010,-0.8637521611769698,-0.6930402306054684,-0.6061499284892511,-0.5190546200707162,-0.35098366992834296
log_rbar_devs_2011,-1.243483273316897,-1.068181724386378,-0.9746477170676577,-0.8873503588226739,-0.7159418410607474
log_rbar_devs_2012,-0.24221597263965927,-0.06736154666394922,0.017791697476967627,0.1068802267844533,0.2699819166970501
log_rbar_devs_2013,-2.1073116592700982,-1.917186123288476,-1.819086610360264,-1.720150224470268,-1.5347048330529907
log_rbar_devs_2014,1.1188018873154886,1.299295130350103,1.3964668361699069,1.4898705471884943,1.6725838895754692
log_rbar_devs_2015,-1.3611559624229055,-1.1310610432070538,-1.0093527237080107,-0.8917796312021289,-0.6583455809479538
log_rbar_devs_2016,0.3260518012644892,0.5846772827324442,0.7175685775946423,0.8449620123434212,1.0991846792100244
log_rbar_devs_2017,-0.03233912723190795,0.31019579428883404,0.48910075319584934,0.6694785267972279,1.018170903454735
log_rbar_devs_2018,-0.758756169561585,-0.12475280897001051,0.21016088618591056,0.5346503339562747,1.1744531018820246
mat_a50_1,4.800096714447496,5.142970128570425,5.327087446830789,5.525819057368894,5.923994082276911
mat_a95_1,7.243263130168288,7.794587602649356,8.088116477677868,8.390846950692048,8.98013646789943
mat_a50_2,4.327451590218297,4.613335145945579,4.776211299612476,4.9516227608321355,5.312220403334285
mat_a95_2,6.431153517269287,6.967022339161781,7.259106387715903,7.560688071953024,8.156122511280953
log_Mdevs_1,0.15388796578486172,0.20445224114991856,0.2310322930918005,0.25743243897150503,0.3072431646097814
log_Mdevs_2,-0.3638932672016661,-0.3144747124110281,-0.28870574915682745,-0.2635243036247945,-0.21419595600132754
log_Mdevs_3,-0.05091553465632533,0.021742660525486013,0.05815126053059938,0.09429853522052278,0.16301089894756068
log_s50_1,1.5604072869684626,1.6107769911140437,1.638258512733394,1.6652036954622567,1.7166744495438244
log_selk_1,-0.42014026833944634,-0.32695550503138904,-0.2789387918477999,-0.22948286193304313,-0.13561781988619856
log_s50_2,1.4744588341247689,1.5363862243185276,1.5705740580318714,1.6070997680227261,1.6799062140792664
log_selk_2,-0.3995039650805887,-0.26945554720235787,-0.204127801335094,-0.13776953761592026,-0.010818369006195204
log_ft_1980,-2.073998471170703,-1.8578010131705565,-1.744958279004706,-1.6308710652607719,-1.4178262997160784
log_ft_1981,-2.6227094116506953,-2.4089094165108174,-2.296182269261097,-2.179178693359006,-1.9699220452789157
log_ft_1982,-2.1967520469799786,-1.9972678291808492,-1.892333279315391,-1.7939983291217665,-1.6031002974126516
log_ft_1983,-2.0442654158257323,-1.8583274955296796,-1.7646710358076554,-1.6685706490437253,-1.494163991312104
log_ft_1984,-2.048695749001252,-1.8599813439906994,-1.761606611945746,-1.6652008693208131,-1.4795173237761834
log_ft_1985,-1.8616005753952218,-1.6536515828209515,-1.5484954800280502,-1.440920691543937,-1.2384554946376831
log_ft_1986,-2.087313939566502,-1.8963508340757107,-1.7960085474109615,-1.6948672690065187,-1.5014435629726495
log_ft_1987,-2.5437902242074872,-2.366597616653335,-2.2705404055294593,-2.179412436604636,-2.0076852122373716
log_ft_1988,-1.8329689467757249,-1.643319337123228,-1.5403267226078459,-1.4425369021426926,-1.2547994417737798
log_ft_1989,-1.5738822619699777,-1.371131679505356,-1.2637402079394437,-1.153905596903031,-0.9551498887859278
log_ft_1990,-2.6061198130585166,-2.4031673519539023,-2.302997092994021,-2.200625557690514,-2.011718244682427
log_ft_1991,-3.3124367002447035,-3.1402031172604907,-3.0531520651574873,-2.9695179580389226,-2.8089358373169113
log_ft_1992,-2.514152911243959,-2.3339165126204273,-2.2416194682287855,-2.149694998888375,-1.980821768059874
log_ft_1993,-1.8937075569141273,-1.7101105070381237,-1.6112774304510644,-1.5145399246636622,-1.3196070724369464
log_ft_1994,-2.528605409179665,-2.350237601900746,-2.261115592726684,-2.172332092988807,-1.9965680831391388
log_ft_1995,-2.812803338770193,-2.662905534255123,-2.5860033453632703,-2.507529178239455,-2.3696177497241555
log_ft_1996,-1.4426229028123947,-1.2996130227759393,-1.226055196836695,-1.152965154295841,-1.009862354202184
log_ft_1997,-1.4325267552255116,-1.2690474441771062,-1.1854116948930766,-1.1027094730208473,-0.9406867887430177
log_ft_1998,-2.002627913376633,-1.829180677064497,-1.74014344240776,-1.6515951993945048,-1.484020983484244
log_ft_1999,-1.9337037703090207,-1.7481096453107696,-1.6547818922790842,-1.5553594129690191,-1.3666063610561372
log_ft_2000,-2.8021873634319054,-2.6371488961782914,-2.5522883866782973,-2.4586170510327134,-2.282489440365626
log_ft_2001,-1.9157045698999173,-1.7607458006208754,-1.6806206038639253,-1.5975387373778673,-1.4384045510053025
log_ft_2002,-2.1463889349977907,-1.9894840352652636,-1.9074866549756688,-1.824520510910098,-1.6606952662989838
log_ft_2003,-2.699618022704562,-2.542076249303726,-2.4608305142020583,-2.379788278816199,-2.2236388894972285
log_ft_2004,-2.388378479705524,-2.2287803999866664,-2.1420084723610326,-2.0583841112484906,-1.8967867493537194
log_ft_2005,-2.3720583723331585,-2.215861404439371,-2.1332172233945794,-2.0477035286066965,-1.8800946200803121
log_ft_2006,-2.445884102668551,-2.3011998437796155,-2.2207992009487736,-2.140306903727347,-1.9843867428277717
log_ft_2007,-2.277328554451503,-2.1339963858438864,-2.0579507954075122,-1.9799249768084195,-1.8325186451543154
log_ft_2008,-2.1043348345155395,-1.961910367327051,-1.8865926874107721,-1.8081886799043438,-1.6586880733136429
log_ft_2009,-2.176768943428124,-2.0236183287731677,-1.9431971091004758,-1.8639238973553596,-1.7053258786089442
log_ft_2010,-1.9737012534572347,-1.8232667961362639,-1.7464158128997234,-1.6656057017756636,-1.507671758906879
log_ft_2011,-1.8386912276340226,-1.6926339498712082,-1.613473454998747,-1.5359204105171385,-1.3843000572888549
log_ft_2012,-1.9409339317477823,-1.7987674258407145,-1.719064440651458,-1.6424564739003351,-1.489909576361373
log_ft_2013,-2.814328050338635,-2.666700017334417,-2.5938543521042874,-2.518024974260041,-2.376563579925084
log_ft_2014,-1.5000749338238246,-1.347234302620035,-1.2698350118970918,-1.1907544374897423,-1.0408696257035768
log_ft_2015,-2.2111039847764613,-2.0479404889619612,-1.9623075449168947,-1.8794447565352463,-1.7155400958301272
log_ft_2016,-1.9713696987357001,-1.7949564922001136,-1.698322455372228,-1.6017098698078707,-1.4180166432380736
log_ft_2017,-1.7379820342519299,-1.5340598395983562,-1.4252422144406847,-1.320100685808189,-1.097459935481677
log_ft_2018,-3.3259379992417917,-3.0916679082531884,-2.965712199882722,-2.839899602873852,-2.590042095342697
