Year,Age,mean,median,q025,q975,q250,q750
1980,3,0.05167157528,0.0509451,0.01478378424972286,0.1488262977636237,0.03331402263420719,0.07341881121383126
1981,3,0.015817634369,0.0155924,0.004655758033793202,0.04484013521554445,0.009882017900331747,0.02179351461605649
1982,3,0.06818684742,0.06761,0.021884840155780332,0.16641748266937412,0.0443847405527924,0.08912120757843743
1983,3,0.276293304,0.27558499999999997,0.10920589404053196,0.5091330136705688,0.1973882234245596,0.3376579564601053
1984,3,0.07310049231,0.07268174999999999,0.02197312666158227,0.1922099126330691,0.04766690458137204,0.10107730888086475
1985,3,0.02442096284,0.02418445,0.0073948661369508005,0.06613549944584465,0.015571447895295545,0.032899595657508884
1986,3,0.0930730292,0.09252255000000001,0.031714269665234135,0.2195348382730717,0.061337008507449435,0.12088510697808683
1987,3,0.3830500432,0.3816425,0.1629196548651193,0.6212719016625389,0.284166829981781,0.45172596365400697
1988,3,0.02542077428,0.0251312,0.007304629917445672,0.07687090731841426,0.015995636153291207,0.03695908854807117
1989,3,0.008081800463,0.007929485,0.002283783526353591,0.02413512428193889,0.005066746982030473,0.011530352329758882
1990,3,0.03437348367,0.0339758,0.01040085546412445,0.09073159007121606,0.02212852710607952,0.04656163919692676
1991,3,0.4482346209,0.4479975,0.20754147890962096,0.6895516249992077,0.3432063523872564,0.5235328834615542
1992,3,0.016201187126,0.015863000000000002,0.004558153084209661,0.05222603055195653,0.010150980608093581,0.0235640113618209
1993,3,0.010614692239,0.0104897,0.00308683464336208,0.033061729727159754,0.0068087196689193994,0.015475250384453316
1994,3,0.02839949188,0.0280334,0.00855187138324311,0.08029018598539453,0.018093723520855524,0.03933018906572887
1995,3,0.1712837327,0.170047,0.059628780541222934,0.36055240385867704,0.11606790577482638,0.21910524163777761
1996,3,0.0982151364,0.096964,0.03045509063973223,0.23950339480108163,0.06488974855438018,0.13226913051648728
1997,3,0.2020595007,0.200351,0.07191423509874587,0.41719138984593795,0.13850920360750574,0.25709041727169235
1998,3,0.11997123779,0.11889949999999999,0.03864158806816395,0.28297146320339384,0.07978491727597138,0.15920248311125051
1999,3,0.0224374804,0.0221413,0.006659355984657869,0.060396785844228744,0.014071231895730304,0.03044095932666179
2000,3,0.06622127371,0.06583915,0.021065572456376244,0.1612258338580063,0.04334949253728485,0.08665472472273839
2001,3,0.08095629285,0.08036225,0.02712887290284402,0.18775378717749236,0.05298386608915786,0.10416475599355446
2002,3,0.04861199133,0.04811155,0.015805597890700376,0.11987182740784172,0.03144195095123286,0.06424846275485425
