Parameter,q025,q250,median,q750,q975
var1,-0.8531607106767574,-0.8001978262796183,-0.7781188144826796,-0.7558477260979062,-0.7101452533765571
var2,1.4992632980026679,2.6257703027726573,3.1718552104440096,3.5329191819680643,3.9006966410107697
var3,0.20997229982924018,0.29006148776536467,0.3394016326537521,0.394645119064343,0.5100586254247327
var4,2.594285865615987,2.977262516510396,3.354419210949205,3.8859308275256224,5.067547981711542
var5,1.3408239900850523,1.760448384230484,2.115726449932467,2.657464011539579,3.7380650067978958
var6,-0.6516456594140785,-0.01840363842989845,0.386297047626722,0.9393159180096227,2.0704146005527835
var7,-9.14969013172065,-4.073909558552017,-1.8937126406988574,-0.7248804826872877,0.9326793497099575
var8,-11.285866355654809,-5.387712475888531,-2.558926503679351,-1.3284772231679325,0.09482498874380547
var9,-0.41990427741129027,-0.22455669818306712,-0.12631220507820462,-0.016152263283649493,0.17581717303841699
var10,-1.8063629319179955,-1.6081151973172876,-1.4941605688424113,-1.3730763071631036,-1.1685147752722216
var11,-0.705313072382598,-0.5258713529438905,-0.4241432673361425,-0.32469312151922836,-0.1561441427808509
var12,0.8237602812357235,0.9608032354629317,1.0276111756827664,1.0959777990670778,1.2257681052012126
var13,-0.05280794411231588,0.12819805003032814,0.2199689643660232,0.3111307520601434,0.4828790706197236
var14,-1.2674862601510604,-1.0741386797271772,-0.9666439518511876,-0.8635138799087558,-0.6724956267346925
var15,-0.2974305222103396,-0.11276792663542556,-0.020348280369719696,0.07013428044253889,0.2444276066892143
var16,1.5466246208210022,1.6601658919852573,1.7203934356261144,1.7799477764577567,1.9065608409565282
var17,-0.5204518782784726,-0.3143485773132748,-0.21719702427858234,-0.1201522004584854,0.06715700914277341
var18,-2.0605492625579314,-1.8393148740703196,-1.7311539432965244,-1.6152365446973347,-1.3986246603990933
var19,-1.304296680496806,-1.1079077291671728,-1.0109450874354486,-0.9163900897589192,-0.7096909067881492
var20,1.541160411476679,1.6514040011896158,1.7108028750627167,1.7704221383565955,1.8794490874424798
var21,-0.9830884974663024,-0.7859863365360287,-0.6843072559296344,-0.5822386488942781,-0.360664845916574
var22,-1.7427439580305013,-1.5413761562017574,-1.4242937114327132,-1.3198690259562977,-1.1201736044925923
var23,-1.3787074820745342,-1.188638870122535,-1.0931386133890593,-0.9936702297358941,-0.7949451535136929
var24,0.1728062047626014,0.33091467128754903,0.40734972440807304,0.4845900155359497,0.6219803028355282
var25,-0.09220897987282346,0.08971608673395659,0.1869102246739507,0.2836440676478813,0.45875525228156766
var26,0.7508637758519867,0.9005240752085353,0.9805688647388733,1.0564785195709252,1.2015616536538287
var27,0.4970532050271707,0.659004416126256,0.7431262543667527,0.8231843907445144,0.9624346778086543
var28,-1.151781960310198,-0.9537500010841851,-0.8522294650971292,-0.7527012714386592,-0.5896954807485122
var29,-0.2172057754046578,-0.03401795565302512,0.060427422375446405,0.1543482026843246,0.30550742962413807
var30,0.1312818073833922,0.2961730733349479,0.37980293638546314,0.46734792849809237,0.6306014688130565
var31,-0.3417505911867876,-0.16265413371842952,-0.06810136192259453,0.024242629662557302,0.21265641911915256
var32,0.8532748122381792,0.9885182229811114,1.0574240683124376,1.1275850377156411,1.2489692248774196
var33,-1.0109229042735135,-0.7972346461438962,-0.6900856174631027,-0.583883124431988,-0.39373655627703996
var34,-0.36426438167098746,-0.18139493560290232,-0.07917410857477414,0.025516940539247468,0.18403655048406267
var35,-0.10166156025344275,0.0676968115469494,0.15986885938643702,0.24909025691635067,0.41396151228013534
var36,0.22897694755029582,0.410649576328471,0.5039359523533022,0.6010078183122118,0.7632453465528787
var37,0.4927193759789671,0.6765737697177081,0.7707802829552302,0.8676656074920106,1.0508972806644898
var38,0.24732002608046866,0.4350558604909063,0.5346044544079547,0.634857829920723,0.8224620365131792
var39,0.2974452667835699,0.46915118376557885,0.5608692821276273,0.6516400911894529,0.8117779422708095
var40,-0.6559812558655733,-0.46247027844135946,-0.3639069527530916,-0.26738684584095784,-0.09574382400606832
var41,-1.0265767277076734,-0.836174981049663,-0.7299595857986283,-0.6267064137935723,-0.43915039595708316
var42,-0.042100297113257266,0.12076225611622071,0.20018565898419727,0.2795731947714901,0.4437375546757952
var43,-1.827754965268868,-1.6217407667509618,-1.5114904010701187,-1.409984684873335,-1.2048343647631907
var44,1.2319518278910155,1.4056686076821663,1.4931629439368255,1.5848322612770236,1.7513330405794167
var45,-1.1979020390941286,-0.9521736104831553,-0.812270704521886,-0.6705845301604128,-0.44893272431953596
var46,0.4604996234809547,0.745026658538134,0.900449738997672,1.0385860774028393,1.2784682972719543
var47,0.4754043624297695,0.8174170954082918,1.020262058196229,1.234162367356614,1.6079331296160493
var48,-1.322052209313453,-0.751251554722336,-0.43905021127761046,-0.10325670906420292,0.5233091704508608
var49,0.15778165129489508,0.20403565568663673,0.23053262676171826,0.2582043405562784,0.31733955894067906
var50,-0.3757973193508914,-0.3157906980677212,-0.2855147691006197,-0.2553829356675035,-0.19540440079762417
var51,-0.08947261400390083,0.008719675093937784,0.05510890955441372,0.09859081650348589,0.17609649161364607
var52,-24.383746952519935,-18.561241714969245,-12.199577222490912,-5.569583311927684,0.4422249738069906
var53,-24.372985889795864,-18.758306633281045,-12.622096417908088,-6.507455130825553,-1.0705687021906787
var54,-2.2473656025037023,-2.107264337145418,-2.0337254857451654,-1.9621864172175876,-1.8251554655873812
var55,-2.548198235117827,-2.434568762606273,-2.363630835513595,-2.2918146638704773,-2.169762658179473
var56,-1.9343429431988313,-1.8064166229832583,-1.74098296550169,-1.6770111906473222,-1.554186432875224
var57,-1.7897352318264834,-1.660557101498629,-1.593156745974186,-1.5243570804449265,-1.407218355265055
var58,-2.1617699110686326,-2.036074387707682,-1.972168157737423,-1.910662213384648,-1.7912094362039612
var59,-1.8620169241859763,-1.7268303029479384,-1.6634831318772019,-1.595771675882018,-1.4663873912101502
var60,-1.8562813941924263,-1.7264939577250695,-1.655505253752498,-1.5880481295065678,-1.4356850324002712
var61,-2.19881824005,-2.0766093028609323,-2.0083593303620866,-1.945844747430197,-1.8305956862078978
