Parameter,q025,q250,median,q750,q975
var62,-2.0070191011961427,-1.8736929304914485,-1.8111054058549652,-1.7488280316122156,-1.6404159361522086
var63,-1.3728882886883447,-1.2544392567265543,-1.190926607356447,-1.128073668584662,-0.9979436195404353
var64,-2.1252114473431303,-2.000430299688092,-1.9317528113080655,-1.8601430359848985,-1.7193458460399387
var65,-2.722270308045086,-2.60713593801421,-2.5511502502056658,-2.4918861537576236,-2.3750947108003104
var66,-2.6581911672485763,-2.5306041569463034,-2.4713733753637435,-2.410952676143716,-2.300631747133029
var67,-1.7077493770013221,-1.5897231200863784,-1.525892261333082,-1.4585705199890784,-1.3380889439975268
var68,-2.073833920450538,-1.9577610959307163,-1.8948945456229893,-1.832154840986206,-1.7088710650984225
var69,-2.4551445297026695,-2.322588519212302,-2.260724445012851,-2.1999252259892392,-2.079207301822099
var70,-1.474089047209863,-1.3611555924859458,-1.2974066265562048,-1.2334606721250445,-1.1190262086412261
var71,-1.369830821472604,-1.2559819489568351,-1.1925742492654585,-1.1300691652882122,-1.0081797958070495
var72,-2.1188820577434373,-1.9920078569081578,-1.9282483441413127,-1.864303038829867,-1.7383570622826001
var73,-1.8666250480350475,-1.7405345609336438,-1.6777950352723519,-1.6157528063295121,-1.499265584630712
var74,-2.5265048270642403,-2.4243897125619425,-2.3607003957441126,-2.297796696295821,-2.1693829363122945
var75,-1.670795324544873,-1.5530045846585017,-1.4927588706291957,-1.431164978182771,-1.3059252297167367
var76,-1.9529920117999335,-1.833797944275089,-1.7717940749755812,-1.7074654808135774,-1.5682233684163407
var77,-2.4009735998976116,-2.27835729518877,-2.2178552715441437,-2.160557097547679,-2.035161614406272
var78,-2.2936909062211805,-2.176394349081761,-2.114867749437904,-2.0548785665779103,-1.9433941000576163
var79,-2.1317945683584343,-2.0163089687210363,-1.9535891742064244,-1.8891216950650023,-1.7759090950637706
var80,-2.1503712181207164,-2.0423217708199823,-1.9820329044827147,-1.923169479071107,-1.810778941957402
var81,-2.0407926038339346,-1.9330423457020238,-1.8689826774021228,-1.807296517288414,-1.6894973438865237
var82,-1.954535919962648,-1.8298436743012125,-1.7681821898236265,-1.7058372161845359,-1.5863009121536897
var83,-2.0833691375753225,-1.9704158990502236,-1.9062526508184643,-1.845268594475571,-1.7344624099392043
var84,-1.8576389767421517,-1.746022621853193,-1.6875461250431911,-1.6300838128899757,-1.5153945411193777
var85,-1.7400550590546262,-1.6288447517028892,-1.5721812687766459,-1.514626915617007,-1.4055706717004535
var86,-1.7960210935692305,-1.6770724640914603,-1.6173423496397152,-1.5545989660096735,-1.4395621972555874
var87,-2.619240644335167,-2.5037688184952156,-2.444390012953667,-2.3807420976764977,-2.2662076552188424
var88,-1.434841613787154,-1.3216159636888563,-1.2610171959905738,-1.1974458294781458,-1.0759193290357327
var89,-1.9380820580757578,-1.7883285364921688,-1.7169424317664905,-1.6476464995774025,-1.5273931206126168
var90,-2.1317217823456933,-1.9883265543320796,-1.9168080161422214,-1.8463084440648503,-1.7164644375317264
var91,-1.6390516488802176,-1.466647707933305,-1.375595660408214,-1.295510019841407,-1.1370661618402942
var92,-3.341152466771887,-3.1298960212359717,-3.0224862369678007,-2.912819022664376,-2.683349524175386
